gauge_id,latitude,longitude,timestamp,name,obsTrend,waterLevelChange_feet,rfc_name,state_abbreviation,state_name,status_observed_floodCategory,status_observed_primary,status_observed_primaryUnit,status_observed_secondary,status_observed_secondaryUnit,wfo_abbreviation,wfo_name
AYDN7,35.4565,-77.4854,8/12/2025 10:35 AM,Little Contentnea Creek near Ayden,Rising,0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,11.59,ft,-999,kcfs,MHX,Newport
HNTN7,35.73941,-81.678973,8/12/2025 10:35 AM,Hunting Creek at Morganton,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.16,ft,-999,kcfs,GSP,Greer
ARLN7,36.510885,-80.592032,8/12/2025 10:35 AM,Ararat River at Mt Airy,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,12.93,ft,-999,kcfs,RNK,Blacksburg
JMLN7,35.657,-77.4076,8/12/2025 10:35 AM,Johnsons Mill Run near Greenville,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.16,ft,-999,kcfs,MHX,Newport
NSFN7,36.220754,-81.640069,8/12/2025 10:35 AM,South Fork New River at US Hwy 221,Falling,-0.01,Arkansas-Red Basin RFC,NC,North Carolina,no_flooding,6.9,ft,-999,kcfs,RNK,Blacksburg
ALDN7,36.43833333,-81.65416667,8/12/2025 10:35 AM,North Fork New River at Ashland,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.4,ft,-999,kcfs,RNK,Blacksburg
PBCG1,33.66833333,-84.15111111,8/12/2025 10:35 AM,Pole Bridge Creek at Evans Mill Road near Lithonia,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.32,ft,-999,kcfs,FFC,Peachtree City
BESN7,35.30638889,-81.23472222,8/12/2025 10:35 AM,Long Creek near Bessemer City 3 NE,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.55,ft,0.0986,kcfs,GSP,Greer
FOSN7,36.17361111,-81.745,8/12/2025 10:35 AM,Watauga River near Foscoe,No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,4.31,ft,-999,kcfs,RNK,Blacksburg
CLFN7,36.45777778,-81.56055556,8/12/2025 10:35 AM,North Fork New River at Clifton,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.3,ft,-999,kcfs,RNK,Blacksburg
CRMN7,35.707513,-82.032933,8/12/2025 10:35 AM,Catawba River at N Main St (US 221 Business) 2 NW Marion,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,13.41,ft,-999,kcfs,GSP,Greer
PKCN7,35.6443,-77.3456,8/12/2025 10:35 AM,Parker Creek above Greenville,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.63,ft,-999,kcfs,MHX,Newport
MCWN7,36.141417,-81.175987,8/12/2025 10:35 AM,Moravian Creek at Wilkesboro,No change,0,Arkansas-Red Basin RFC,NC,North Carolina,no_flooding,8.32,ft,-999,kcfs,RNK,Blacksburg
FESN7,35.2676,-75.5218,8/12/2025 10:35 AM,Cape Creek at Fessenden Center in Buxton (in MLLW),Falling,-0.16,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.93,ft,-999,kcfs,MHX,Newport
FRMN7,35.6067,-77.5747,8/12/2025 10:35 AM,Little Contentnea Creek at Farmville,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.02,ft,-999,kcfs,MHX,Newport
MLLN7,35.1773,-77.0539,8/12/2025 10:35 AM,Mills Branch above Bridgeton,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.05,ft,-999,kcfs,MHX,Newport
BERN7,35.1028,-77.0366,8/12/2025 10:35 AM,Trent River at New Bern (in MLLW),No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.99,ft,-999,kcfs,MHX,Newport
KITN7,36.06071,-75.699941,8/12/2025 10:35 AM,Albemarle Sound at Kitty Hawk (in MLLW),Rising,0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.77,ft,-999,kcfs,MHX,Newport
BKJN7,35.77295,-78.7369528,8/12/2025 10:35 AM,Walnut Creek (NC) at Buck Jones Road,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.39,ft,0.01,kcfs,RAH,Raleigh
GVLN7,35.6005,-77.3682,8/12/2025 10:35 AM,Green Mill Run at 14th St in Greenville,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.38,ft,-999,kcfs,MHX,Newport
HNTN7,35.73941,-81.678973,8/12/2025 10:35 AM,Hunting Creek at Morganton,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.16,ft,-999,kcfs,GSP,Greer
JMLN7,35.657,-77.4076,8/12/2025 10:35 AM,Johnsons Mill Run near Greenville,Rising,0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.16,ft,-999,kcfs,MHX,Newport
NSFN7,36.220754,-81.640069,8/12/2025 10:35 AM,South Fork New River at US Hwy 221,Falling,-0.01,Arkansas-Red Basin RFC,NC,North Carolina,no_flooding,6.9,ft,-999,kcfs,RNK,Blacksburg
ALDN7,36.43833333,-81.65416667,8/12/2025 10:35 AM,North Fork New River at Ashland,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.4,ft,-999,kcfs,RNK,Blacksburg
PBCG1,33.66833333,-84.15111111,8/12/2025 10:35 AM,Pole Bridge Creek at Evans Mill Road near Lithonia,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.32,ft,-999,kcfs,FFC,Peachtree City
MCWN7,36.141417,-81.175987,8/12/2025 10:35 AM,Moravian Creek at Wilkesboro,No change,0,Arkansas-Red Basin RFC,NC,North Carolina,no_flooding,8.32,ft,-999,kcfs,RNK,Blacksburg
CCBN7,35.0644,-78.8905,8/12/2025 10:35 AM,Cross Creek NC at Blue Street at Fayetteville,Falling,-0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.12,ft,-999,kcfs,RAH,Raleigh
KITN7,36.06071,-75.699941,8/12/2025 10:35 AM,Albemarle Sound at Kitty Hawk (in MLLW),Rising,0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.77,ft,-999,kcfs,MHX,Newport
BESN7,35.30638889,-81.23472222,8/12/2025 10:35 AM,Long Creek near Bessemer City 3 NE,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.55,ft,0.0986,kcfs,GSP,Greer
FOSN7,36.17361111,-81.745,8/12/2025 10:35 AM,Watauga River near Foscoe,No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,4.31,ft,-999,kcfs,RNK,Blacksburg
CLFN7,36.45777778,-81.56055556,8/12/2025 10:35 AM,North Fork New River at Clifton,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.3,ft,-999,kcfs,RNK,Blacksburg
PKCN7,35.6443,-77.3456,8/12/2025 10:35 AM,Parker Creek above Greenville,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.63,ft,-999,kcfs,MHX,Newport
FESN7,35.2676,-75.5218,8/12/2025 10:35 AM,Cape Creek at Fessenden Center in Buxton (in MLLW),Falling,-0.16,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.93,ft,-999,kcfs,MHX,Newport
FRMN7,35.6067,-77.5747,8/12/2025 10:35 AM,Little Contentnea Creek at Farmville,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.02,ft,-999,kcfs,MHX,Newport
MLLN7,35.1773,-77.0539,8/12/2025 10:35 AM,Mills Branch above Bridgeton,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.05,ft,-999,kcfs,MHX,Newport
WBRN7,35.46777778,-80.79027778,8/12/2025 10:35 AM,West Branch Rocky River NC below mouth of South Prong River,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.22,ft,0.0293,kcfs,GSP,Greer
HNTN7,35.73941,-81.678973,8/12/2025 10:35 AM,Hunting Creek at Morganton,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.16,ft,-999,kcfs,GSP,Greer
ALDN7,36.43833333,-81.65416667,8/12/2025 10:35 AM,North Fork New River at Ashland,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.4,ft,-999,kcfs,RNK,Blacksburg
PBCG1,33.66833333,-84.15111111,8/12/2025 10:35 AM,Pole Bridge Creek at Evans Mill Road near Lithonia,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.32,ft,-999,kcfs,FFC,Peachtree City
IVNV2,36.83472222,-80.95277778,8/12/2025 10:35 AM,New River at Ivanhoe,Falling,-0.01,Ohio River Forecast Center,VA,Virginia,no_flooding,2.95,ft,1.6,kcfs,RNK,Blacksburg
CCBN7,35.0644,-78.8905,8/12/2025 10:35 AM,Cross Creek NC at Blue Street at Fayetteville,Falling,-0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,5.12,ft,-999,kcfs,RAH,Raleigh
MKCN7,35.25388889,-80.64805556,8/12/2025 10:35 AM,McKee Creek near Wilgrove,Rising,1.8,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.79,ft,-999,kcfs,GSP,Greer
NBUN7,36.09777778,-79.78194444,8/12/2025 10:35 AM,North Buffalo Creek at Church St in Greensboro,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.65,ft,0.0306,kcfs,RAH,Raleigh
BESN7,35.30638889,-81.23472222,8/12/2025 10:35 AM,Long Creek near Bessemer City 3 NE,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.55,ft,0.0986,kcfs,GSP,Greer
FOSN7,36.17361111,-81.745,8/12/2025 10:35 AM,Watauga River near Foscoe,No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,4.31,ft,-999,kcfs,RNK,Blacksburg
BKJN7,35.77295,-78.7369528,8/12/2025 10:35 AM,Walnut Creek (NC) at Buck Jones Road,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.39,ft,0.01,kcfs,RAH,Raleigh
CLFN7,36.45777778,-81.56055556,8/12/2025 10:35 AM,North Fork New River at Clifton,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.3,ft,-999,kcfs,RNK,Blacksburg
NBWN7,36.07916667,-79.81333333,8/12/2025 10:35 AM,North Buffalo Creek at Westover Terrace,Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.87,ft,-999,kcfs,RAH,Raleigh
FESN7,35.2676,-75.5218,8/12/2025 10:35 AM,Cape Creek at Fessenden Center in Buxton (in MLLW),Falling,-0.16,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.93,ft,-999,kcfs,MHX,Newport
FRMN7,35.6067,-77.5747,8/12/2025 10:35 AM,Little Contentnea Creek at Farmville,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,6.02,ft,-999,kcfs,MHX,Newport
WBRN7,35.46777778,-80.79027778,8/12/2025 10:35 AM,West Branch Rocky River NC below mouth of South Prong River,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.22,ft,0.0293,kcfs,GSP,Greer
HBSN7,36.05916667,-78.97805556,8/12/2025 10:35 AM,Eno River near Huckleberry Springs,Falling,-0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,4.55,ft,-999,kcfs,RAH,Raleigh
MKCN7,35.25388889,-80.64805556,8/12/2025 10:35 AM,McKee Creek near Wilgrove,Rising,1.8,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.79,ft,-999,kcfs,GSP,Greer
PBCG1,33.66833333,-84.15111111,8/12/2025 10:35 AM,Pole Bridge Creek at Evans Mill Road near Lithonia,Rising,0.01,Southeast River Forecast Center,GA,Georgia,no_flooding,1.32,ft,-999,kcfs,FFC,Peachtree City
WBRN7,35.46777778,-80.79027778,8/12/2025 10:35 AM,West Branch Rocky River NC below mouth of South Prong River,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.22,ft,0.0293,kcfs,GSP,Greer
BESN7,35.30638889,-81.23472222,8/12/2025 10:35 AM,Long Creek near Bessemer City 3 NE,Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.55,ft,0.0986,kcfs,GSP,Greer
WBRN7,35.46777778,-80.79027778,8/12/2025 10:35 AM,West Branch Rocky River NC below mouth of South Prong River,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.22,ft,0.0293,kcfs,GSP,Greer
MKCN7,35.25388889,-80.64805556,8/12/2025 10:35 AM,McKee Creek near Wilgrove,Rising,1.8,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.79,ft,-999,kcfs,GSP,Greer
ELZV2,36.8436,-76.3647,8/12/2025 10:36 AM,Elizabeth River near Pinehurst in Portsmouth (IN MLLW),Rising,0.05,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.66,ft,-999,kcfs,AKQ,Wakefield
DUKN7,36.18333333,-75.75,8/12/2025 10:36 AM,Atlantic Coast at Duck (in MLLW),Rising,0.24,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.59,ft,-999,kcfs,MHX,Newport
BFTN7,34.718417,-76.673118,8/12/2025 10:36 AM,Atlantic Coast at Beaufort Marine Lab (in MLLW),Rising,0.28,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.25,ft,-999,kcfs,MHX,Newport
EZMV2,36.862,-76.3095,8/12/2025 10:36 AM,Elizabeth River at the Midtown Tunnel (in MLLW),Rising,0.07,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.71,ft,-999,kcfs,AKQ,Wakefield
DUKN7,36.18333333,-75.75,8/12/2025 10:36 AM,Atlantic Coast at Duck (in MLLW),Rising,0.24,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.59,ft,-999,kcfs,MHX,Newport
MROS1,33.655,-78.91833333,8/12/2025 10:36 AM,Atlantic Coast at Myrtle Beach Springmaid Pier (IN MLLW),Rising,0.4,Southeast River Forecast Center,SC,South Carolina,no_flooding,1.97,ft,-999,kcfs,ILM,Wilmington
ORIN7,35.79638889,-75.54972222,8/12/2025 10:36 AM,Pamlico Sound at Oregon Inlet Marina (in MLLW),Rising,0.08,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.09,ft,-999,kcfs,MHX,Newport
BFTN7,34.718417,-76.673118,8/12/2025 10:36 AM,Atlantic Coast at Beaufort Marine Lab (in MLLW),Rising,0.28,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.25,ft,-999,kcfs,MHX,Newport
ELZV2,36.8436,-76.3647,8/12/2025 10:36 AM,Elizabeth River near Pinehurst in Portsmouth (IN MLLW),Rising,0.05,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.66,ft,-999,kcfs,AKQ,Wakefield
LHNV2,36.906611,-76.095583,8/12/2025 10:36 AM,Lynnhaven River near Lynnhaven Inlet (IN MLLW),Rising,0.12,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.97,ft,-999,kcfs,AKQ,Wakefield
MNPV2,36.77833333,-76.30166667,8/12/2025 10:36 AM,Elizabeth River near Money Point (IN MLLW),Rising,0.11,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.57,ft,-999,kcfs,AKQ,Wakefield
NLRV2,36.61811,-76.046302,8/12/2025 10:36 AM,North Landing River near Creeds,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,0.84,ft,-999,kcfs,AKQ,Wakefield
EZMV2,36.862,-76.3095,8/12/2025 10:36 AM,Elizabeth River at the Midtown Tunnel (in MLLW),Rising,0.07,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.71,ft,-999,kcfs,AKQ,Wakefield
HCGN7,35.20805556,-75.70305556,8/12/2025 10:36 AM,Pamlico Sound at Coast Guard Hatteras (in MLLW),Rising,0.05,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.88,ft,-999,kcfs,MHX,Newport
JMPN7,34.213404,-77.786688,8/12/2025 10:36 AM,Atlantic Coast at Johnnie Mercers Pier at Wrightsville Beach (MLLW),Rising,0.35,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.92,ft,-999,kcfs,ILM,Wilmington
SPAN7,36.46027778,-81.16777778,8/12/2025 10:40 AM,Little River near Sparta,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.61,ft,-999,kcfs,RNK,Blacksburg
RDVT1,35.8169,-83.5904,8/12/2025 10:40 AM,West Prong Little Pigeon River 3NW Pigeon Forge (River Divide),Rising,0.01,Lower Mississippi River Forecast Center,TN,Tennessee,no_flooding,3.1,ft,-999,kcfs,MRX,Morristown
SALV2,36.89666667,-81.74638889,8/12/2025 10:40 AM,North Fork Holston River at Saltville,No change,0,Lower Mississippi River Forecast Center,VA,Virginia,no_flooding,0.82,ft,0.0653,kcfs,RNK,Blacksburg
SMFV2,36.80722222,-81.62222222,8/12/2025 10:40 AM,Middle Fork Holston River at Seven Mile Ford,No change,0,Lower Mississippi River Forecast Center,VA,Virginia,no_flooding,1.26,ft,0.0608,kcfs,RNK,Blacksburg
FCLN7,35.0798,-78.8882,8/12/2025 10:40 AM,Cross Creek at Langdon St,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.91,ft,-999,kcfs,RAH,Raleigh
TORN7,35.40361111,-80.88277778,8/12/2025 10:40 AM,Torrence Creek near Huntersville,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.47,ft,-999,kcfs,GSP,Greer
BATN7,35.4774,-76.8169,8/12/2025 10:40 AM,Bath Creek at Bath (in MLLW),Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.69,ft,-999,kcfs,MHX,Newport
CLCN7,35.20833333,-80.58,8/12/2025 10:40 AM,Clear Creek (NC) at SR3181,Rising,0.06,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.95,ft,0.0067,kcfs,GSP,Greer
DCSN7,35.45694444,-83.43805556,8/12/2025 10:40 AM,Deep Creek (NC) at Deep Creek road near Bryson City,No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.67,ft,-999,kcfs,GSP,Greer
BRAN7,35.312,-78.646,8/12/2025 10:40 AM,Black River at Antioch Church Rd,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,-999,kcfs,RAH,Raleigh
BASV2,36.77,-80.00111111,8/12/2025 10:40 AM,Smith River at Bassett,Falling,-0.01,Southeast River Forecast Center,VA,Virginia,no_flooding,2.07,ft,0.264,kcfs,RNK,Blacksburg
CCGN7,35.23737,-81.16395,8/12/2025 10:40 AM,Catawba Creek (NC) at E Hudson Blvd 2 SW Gastonia,Rising,0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,2,ft,-999,kcfs,GSP,Greer
CUSN7,35.14194444,-83.29416667,8/12/2025 10:40 AM,"Cullasaja River at Peaceful Cove Rd (above Cullasaja River RV Park), 6 SE Franklin",Rising,0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.43,ft,-999,kcfs,GSP,Greer
DKBN7,36.1652,-75.7555,8/12/2025 10:40 AM,Currituck Sound at Duck Town Boardwalk (in MLLW),Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.84,ft,-999,kcfs,MHX,Newport
NSSN7,35.229375,-77.84627,8/12/2025 10:40 AM,Neuse River above Neuse River at Main St in Seven Springs,Rising,0.02,Southeast River Forecast Center,NC,North Carolina,action,12.23,ft,-999,kcfs,RAH,Raleigh
OMBN7,35.0082,-78.3411,8/12/2025 10:40 AM,Williams Old Mill Branch at US 421,Falling,-0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.5,ft,-999,kcfs,RAH,Raleigh
FCLN7,35.0798,-78.8882,8/12/2025 10:40 AM,Cross Creek at Langdon St,Falling,-0.02,Southeast River Forecast Center,NC,North Carolina,no_flooding,3.91,ft,-999,kcfs,RAH,Raleigh
NWPN7,34.7809,-76.8596,8/12/2025 10:40 AM,Newport River at Newport (in MLLW),Falling,-0.39,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.17,ft,-999,kcfs,MHX,Newport
TORN7,35.40361111,-80.88277778,8/12/2025 10:40 AM,Torrence Creek near Huntersville,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.47,ft,-999,kcfs,GSP,Greer
BATN7,35.4774,-76.8169,8/12/2025 10:40 AM,Bath Creek at Bath (in MLLW),Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.69,ft,-999,kcfs,MHX,Newport
SRCN7,34.845,-78.259,8/12/2025 10:40 AM,Six Runs Creek at US 241,Rising,0.09,Southeast River Forecast Center,NC,North Carolina,no_flooding,7.09,ft,-999,kcfs,RAH,Raleigh
CLCN7,35.20833333,-80.58,8/12/2025 10:40 AM,Clear Creek (NC) at SR3181,Rising,0.06,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.95,ft,0.0067,kcfs,GSP,Greer
DCSN7,35.45694444,-83.43805556,8/12/2025 10:40 AM,Deep Creek (NC) at Deep Creek road near Bryson City,No change,0,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.67,ft,-999,kcfs,GSP,Greer
SPAN7,36.46027778,-81.16777778,8/12/2025 10:40 AM,Little River near Sparta,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.61,ft,-999,kcfs,RNK,Blacksburg
JEFN7,36.42166667,-81.49583333,8/12/2025 10:40 AM,Little Buffalo Creek near Jefferson,No change,0,Ohio River Forecast Center,NC,North Carolina,no_flooding,1.52,ft,-999,kcfs,RNK,Blacksburg
MACN7,36.5402,-75.9723,8/12/2025 10:40 AM,Currituck Sound at Marsh Causeway @ NC 615,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.68,ft,-999,kcfs,AKQ,Wakefield
BRAN7,35.312,-78.646,8/12/2025 10:40 AM,Black River at Antioch Church Rd,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,-999,kcfs,RAH,Raleigh
BASV2,36.77,-80.00111111,8/12/2025 10:40 AM,Smith River at Bassett,Falling,-0.01,Southeast River Forecast Center,VA,Virginia,no_flooding,2.07,ft,0.264,kcfs,RNK,Blacksburg
CCGN7,35.23737,-81.16395,8/12/2025 10:40 AM,Catawba Creek (NC) at E Hudson Blvd 2 SW Gastonia,Rising,0.03,Southeast River Forecast Center,NC,North Carolina,no_flooding,2,ft,-999,kcfs,GSP,Greer
CUSN7,35.14194444,-83.29416667,8/12/2025 10:40 AM,"Cullasaja River at Peaceful Cove Rd (above Cullasaja River RV Park), 6 SE Franklin",Rising,0.01,Lower Mississippi River Forecast Center,NC,North Carolina,no_flooding,2.43,ft,-999,kcfs,GSP,Greer
DKBN7,36.1652,-75.7555,8/12/2025 10:40 AM,Currituck Sound at Duck Town Boardwalk (in MLLW),Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.84,ft,-999,kcfs,MHX,Newport
OTWN7,34.7808,-76.574,8/12/2025 10:40 AM,Ward Creek at Otway (in MLLW),Falling,-0.18,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.38,ft,-999,kcfs,MHX,Newport
CLCN7,35.20833333,-80.58,8/12/2025 10:40 AM,Clear Creek (NC) at SR3181,Rising,0.06,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.95,ft,0.0067,kcfs,GSP,Greer
NWPN7,34.7809,-76.8596,8/12/2025 10:40 AM,Newport River at Newport (in MLLW),Falling,-0.39,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.17,ft,-999,kcfs,MHX,Newport
TORN7,35.40361111,-80.88277778,8/12/2025 10:40 AM,Torrence Creek near Huntersville,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.47,ft,-999,kcfs,GSP,Greer
NSSN7,35.229375,-77.84627,8/12/2025 10:40 AM,Neuse River above Neuse River at Main St in Seven Springs,Rising,0.02,Southeast River Forecast Center,NC,North Carolina,action,12.23,ft,-999,kcfs,RAH,Raleigh
BATN7,35.4774,-76.8169,8/12/2025 10:40 AM,Bath Creek at Bath (in MLLW),Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.69,ft,-999,kcfs,MHX,Newport
DKBN7,36.1652,-75.7555,8/12/2025 10:40 AM,Currituck Sound at Duck Town Boardwalk (in MLLW),Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.84,ft,-999,kcfs,MHX,Newport
BRAN7,35.312,-78.646,8/12/2025 10:40 AM,Black River at Antioch Church Rd,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.06,ft,-999,kcfs,RAH,Raleigh
OTWN7,34.7808,-76.574,8/12/2025 10:40 AM,Ward Creek at Otway (in MLLW),Falling,-0.18,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.38,ft,-999,kcfs,MHX,Newport
OTWN7,34.7808,-76.574,8/12/2025 10:40 AM,Ward Creek at Otway (in MLLW),Falling,-0.18,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.38,ft,-999,kcfs,MHX,Newport
DKBN7,36.1652,-75.7555,8/12/2025 10:40 AM,Currituck Sound at Duck Town Boardwalk (in MLLW),Falling,-0.01,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.84,ft,-999,kcfs,MHX,Newport
CLCN7,35.20833333,-80.58,8/12/2025 10:40 AM,Clear Creek (NC) at SR3181,Rising,0.06,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.95,ft,0.0067,kcfs,GSP,Greer
NWPN7,34.7809,-76.8596,8/12/2025 10:40 AM,Newport River at Newport (in MLLW),Falling,-0.39,Southeast River Forecast Center,NC,North Carolina,no_flooding,2.17,ft,-999,kcfs,MHX,Newport
TORN7,35.40361111,-80.88277778,8/12/2025 10:40 AM,Torrence Creek near Huntersville,No change,0,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.47,ft,-999,kcfs,GSP,Greer
BATN7,35.4774,-76.8169,8/12/2025 10:40 AM,Bath Creek at Bath (in MLLW),Falling,-0.04,Southeast River Forecast Center,NC,North Carolina,no_flooding,1.69,ft,-999,kcfs,MHX,Newport
KERV2,36.59833333,-78.29916667,8/12/2025 10:41 AM,Roanoke River at John H. Kerr Dam,Falling,-0.01,Southeast River Forecast Center,VA,Virginia,no_flooding,300.94,ft,-999,kcfs,AKQ,Wakefield
BGCV2,36.679806,-75.984,8/12/2025 10:42 AM,Beggars Bridge Creek near Dawley Corners,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,0.5,ft,-999,kcfs,AKQ,Wakefield
WLON7,34.22666667,-77.95333333,8/12/2025 10:42 AM,Cape Fear River at Wilmington (IN MLLW),Falling,-0.36,Southeast River Forecast Center,NC,North Carolina,no_flooding,0.31,ft,-999,kcfs,ILM,Wilmington
BGCV2,36.679806,-75.984,8/12/2025 10:42 AM,Beggars Bridge Creek near Dawley Corners,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,0.5,ft,-999,kcfs,AKQ,Wakefield
NMDV2,36.73916667,-76.58277778,8/12/2025 10:42 AM,Nansemond River at Suffolk (IN MLLW),Falling,-0.16,Middle Atlantic River Forecast Center,VA,Virginia,no_flooding,0.54,ft,-999,kcfs,AKQ,Wakefield
BLBV2,36.741903,-80.002438,8/12/2025 10:45 AM,Blackberry Creek near Bassett,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,3.16,ft,-999,kcfs,RNK,Blacksburg
DFCV2,36.58672,-79.37891,8/12/2025 10:45 AM,Fall Creek at River Street in Danville,No change,0,Southeast River Forecast Center,VA,Virginia,no_flooding,1.39,ft,-999,kcfs,RNK,Blacksburg
