old_id,trackID,name,joinID,symbolname,symbolentity,symbolset,identity,specialentitysubtype,sidc,x,y,sequence,order,time
10288,858,银百高速,9476,,,5,4,,,107.4721853,28.90430646,4,4.00858,
10300,859,银百高速,9477,,110200,50,1,,,107.3795352,27.09329254,4,4.00859,
10312,860,银百高速,9478,,110200,52,1,,,108.1239411,27.41020415,4,4.0086,
10324,861,杭瑞高速公路,9479,Land Mines : Improvised Explosives Device (IED),210400,15,3,98,,109.8944499,27.57072282,4,4.00861,
10336,862,杭瑞高速公路,9480,Sensors : Sensor Emplaced,220200,15,3,98,,109.7204403,26.56290823,4,4.00862,
10348,863,衡枣高速,9481,Other Equipment : In-Flight Interceptor Communications System (IFICS) Data Terminal (IDT),200900,15,3,98,,110.967837,25.88424497,4,4.00863,
10360,864,衡枣高速,9482,Other Equipment : Generator Set,200700,15,3,98,,112.0089186,26.46788932,4,4.00864,
10372,865,赤石特大桥,9483,Hazard Materials : Incident : Spontaneously Combustible Material,150112,40,3,,,112.4291368,25.57452692,4,4.00865,
10384,866,赤石特大桥,9484,Hazard Materials : Incident : Toxic Gas,150113,40,3,,,114.3921539,25.74188458,4,4.00866,
10396,867,襄阳汉江四桥,9485,Civilian (Space) : Orbiter Shuttle,120100,5,3,,,112.2871258,31.19506857,4,4.00867,
10408,868,襄阳汉江四桥,9486,Civilian (Space) : Capsule,120200,5,3,,,111.7779027,27.89320987,4,4.00868,
10420,869,随岳高速,9487,Civilian (Space) : Tethered Satellite,121100,5,3,,,113.0970964,30.51349431,4,4.00869,
10432,870,随岳高速,9488,Civilian (Space) : Space Station,121000,5,3,,,112.6243666,27.44667994,4,4.0087,
10444,871,衡邵高速,9489,Engineer Equipment,130000,15,3,98,,112.3207302,27.02543451,4,4.00871,
10456,872,衡邵高速,9490,Vehicle : Tank Recovery Vehicle : Heavy,120303,15,3,98,,113.5289597,26.73614576,4,4.00872,
10468,873,蒲丹井高速公路,9491,Sustainment : Multiple Classes of Supply,161700,10,3,,,104.0638075,29.51911153,4,4.00873,
10480,874,赵家隧道,9492,Device Domain : Non-Government,150500,60,3,,,103.866731,29.2748038,4,4.00874,
10492,875,赵家隧道,9493,Device Domain : Government,150200,60,3,,,105.3003342,28.71711162,4,4.00875,
10504,876,遂资眉高速,9494,Protection : Security : Motorized,160800,10,3,95,,104.0258164,29.9481816,4,4.00876,
10516,877,遂资眉高速,9495,Protection : Security Police (Air),162400,10,3,97,,104.8826477,30.26636517,4,4.00877,
10528,878,成都经济区环线高速公路,9496,Protection : Engineer : Reconnaissance,140703,10,3,,,104.0192832,30.15510106,4,4.00878,
10540,879,成都经济区环线高速公路,9497,Vehicle : Armored Vehicle : Armored Personnel Carrier,120103,15,3,98,,104.7312817,30.45097031,4,4.00879,
10552,880,成都第二绕城高速,9498,MILCO : Floating : Floating-Confidence-Level 5,140405,36,3,,,104.3642087,30.81821153,4,4.0088,
10564,881,成都第二绕城高速,9499,Mine-Like Echo (MILEC)-General,150000,36,3,,,103.7224406,30.65176814,4,4.00881,
10576,882,西绵高速,9500,Protection : Military Police,163600,10,3,98,,105.3797404,31.26268111,4,4.00882,
10588,883,西绵高速,9501,Protection : Geospatial Support/Geospatial Information Support,162400,10,3,97,,104.4531385,31.39584464,4,4.00883,
10600,884,迎晖路跨线桥,9502,Engineer Equipment : Folding Girder Bridge,130500,15,3,98,,105.4801071,29.40949933,4,4.00884,
10612,885,迎晖路跨线桥,9503,Engineer Equipment : Earthmover : Multifunctional Earthmover/Digger,130801,15,3,98,,104.5998978,30.0430909,4,4.00885,
10624,886,细沙河大桥,9504,Incident : Explosion : Bomb Explosion,110606,40,3,,,108.3769172,29.47691267,4,4.00886,
10636,887,细沙河大桥,9505,Civil Disturbance,120000,40,3,,,109.8257046,28.26447685,4,4.00887,
10648,888,遂内高速,9506,Missile Support : Warhead Transporter,190500,15,3,98,,105.4578038,30.2157046,4,4.00888,
10660,889,遂内高速,9507,Infrastructure : Banking- Finance- and Insurance : Bullion Storage,120203,20,3,,,105.2729773,31.00949922,4,4.00889,
10672,890,龙泉山1号隧道,9508,Sustainment : NATO Supply Class III,162000,10,3,,,104.8666683,30.31561191,4,4.0089,
10684,891,龙泉山1号隧道,9509,Sustainment : Joint Information Bureau,163500,10,3,,,105.578812,29.72651814,4,4.00891,
10696,892,沪蓉高速,9510,Incident : Criminal Activity Incident : Poisoning,110109,40,3,,,106.4779824,30.65333374,4,4.00892,
10708,893,沪蓉高速,9511,Incident : Criminal Activity Incident : Civil Rioting,110110,40,3,,,109.2283702,30.19317315,4,4.00893,
10720,894,西汉高速,9512,Incident : Explosion : Mortar Fire Explosion,110604,40,3,,,107.4835239,33.19027687,4,4.00894,
10732,895,西汉高速,9513,Incident : Explosion : Rocket Explosion,110605,40,3,,,105.3122393,32.1739716,4,4.00895,
10744,896,银昆高速,9514,Fire Event : Special Needs Fire,140700,40,3,,,106.9659975,32.63973452,4,4.00896,
10756,897,遂渝高速,9515,Vehicle : Armored Vehicle : Armored Protected Vehicle Recovery,120106,15,3,98,,105.7785415,30.18410679,4,4.00897,
10768,898,西双大道,9516,Civilian (Sea Surface) : Leisure Craft- Motorized,140500,30,3,,,107.6541827,29.83817687,4,4.00898,
10780,899,秦岭终南山公路隧道,9517,Operation : Spy,130600,40,3,,,107.5095911,31.15671012,4,4.00899,
10792,900,包茂高速 (G65),9518,Civilian (Land Civilian) : Killing Victims,110600,11,4,,,108.1411029,31.95222702,4,4.009,
10804,901,银昆高速,9519,Infrastructure : Transportation : Maintenance Facility,121306,20,3,,,106.6496251,31.33397217,4,4.00901,
10816,902,银昆高速,9520,Infrastructure : Transportation : Air Traffic Control Facility,121302,20,3,,,106.5996623,30.38669245,4,4.00902,
10828,903,武罐高速,9521,Hazard Materials : Incident : Non-Flammable Gas,150108,40,3,,,104.7749754,33.43706481,4,4.00903,
10840,904,武罐高速,9522,Hazard Materials : Incident : Flammable Solid,150107,40,3,,,105.8847887,32.207597,4,4.00904,
10852,905,张南高速,9523,Civilian (Sea Surface) : Merchant Ship : Barge- Not Self-Propelled,140115,30,3,,,107.5044226,30.73857822,4,4.00905,
10864,906,张南高速,9524,Civilian (Sea Surface) : Fishing Vessel : Trawler,140202,30,3,,,106.7346545,31.02128128,4,4.00906,
10876,907,青龙寺隧道,9525,Operation : Fire Fighting Operation : Fire Hydrant,131401,40,3,,,103.3466254,33.04491081,4,4.00907,
10888,908,银百高速,9526,,,15,6,,,107.6269287,31.2136398,4,4.00908,
10900,909,银百高速,9527,,,11,3,,,106.6582771,31.86311154,4,4.00909,
10912,910,香观山隧道,9528,Fires : Field Artillery : Self-propelled,130301,10,3,,,106.8872263,32.56932027,4,4.0091,
10924,911,长江大道,9529,Military Combatant : Jet Ski,120900,30,3,,,104.5428861,33.64743155,4,4.00911,
10936,912,江武路,9530,Unspecified,0,35,4,,,106.0802272,33.34211842,4,4.00912,
10948,913,十天高速公路,9531,Natural Event : Infestation : Reptile,170304,40,3,,,105.8139067,33.75379404,4,4.00913,
10960,914,十天高速公路,9532,Natural Event : Infestation : Insect,170302,40,3,,,107.3434301,33.00733859,4,4.00914,
10972,915,龙吉高速,9533,Engineer Equipment : Mine Laying Equipment : Mine Laying Equipment on Utility Vehicle,131001,15,3,98,,109.4267394,29.98764455,4,4.00915,
10984,916,龙吉高速,9534,Engineer Equipment : Mine Laying Equipment : Truck Mounted with Volcano,131003,15,3,98,,109.7584718,28.98988281,4,4.00916,
10996,917,长张高速,9535,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Motorized,121303,10,3,,,110.9167332,29.36499914,4,4.00917,
11008,918,长张高速,9536,Civilian (Land Civilian) : Individual,110300,11,6,,,110.4580242,29.15215092,4,4.00918,
11020,919,渝宜高速,9537,,,15,8,,,107.7698301,30.64504342,4,4.00919,
11032,920,高粱特大桥,9538,Utility Vehicles : Semi-Trailer and Truck : Medium,140602,15,3,98,,109.1287288,30.99377413,4,4.0092,
11044,921,高粱特大桥,9539,Utility Vehicles : Water,141000,15,3,98,,110.3093167,31.15200084,4,4.00921,
11056,922,,9540,Infrastructure : Military : Military Armory,120801,20,3,,,110.7799693,30.60862324,4,4.00922,
11068,923,杭瑞高速,9541,Weapon/Weapon System : Direct Fire Gun : Light,110701,15,3,98,,113.1542516,29.4147625,4,4.00923,
11080,924,杭瑞高速,9542,Weapon/Weapon System : Direct Fire Gun : Medium,110702,15,3,98,,114.4487031,29.64906962,4,4.00924,
11092,925,北风垭隧道,9543,Infrastructure : Transportation : Helicopter Landing Site,121305,20,3,,,110.4453338,30.06734847,4,4.00925,
11104,926,老石高速,9544,Sea Mine-General : Sea Mine-Moored,110200,36,3,,,111.3770417,30.47327351,4,4.00926,
11116,927,老石高速,9545,Sea Mine-General,110000,36,3,,,112.0053299,29.93898736,4,4.00927,
11128,928,沪渝高速,9546,Law Enforcement (Land Equipment) : ATF DOJ,170100,15,3,98,,111.8705518,30.46836883,4,4.00928,
11140,929,沪渝高速,9547,Civilian Vehicle : Drug Vehicle,160900,15,3,98,,113.1351028,30.38101456,4,4.00929,
11152,930,宜张高速公路,9548,Military (Air) : Airship,110600,1,3,,,111.6525671,30.75700882,4,4.0093,
11164,931,唐石高速,9549,Infrastructure : Water Supply : Control Valve,121401,20,3,,,112.5921965,30.36976569,4,4.00931,
11176,932,唐石高速,9550,Infrastructure : Water Supply : Dam,121402,20,3,,,112.6733284,31.31092435,4,4.00932,
11188,933,鸦猇高速,9551,Infrastructure : Water Supply : Discharge Outfall,121403,20,3,,,112.1639665,30.92096856,4,4.00933,
11200,934,鸦猇高速,9552,Infrastructure : Water Supply : Surface Water Intake,121408,20,3,,,113.251501,30.8325139,4,4.00934,
11212,935,通川北路,9553,Infrastructure : Banking- Finance- and Insurance : Federal Reserve Bank,120205,20,3,,,107.8069639,31.70057938,4,4.00935,
11224,936,麻安高速,9554,Weapon/Weapon System : Air Defense Missile Launcher : Light Transporter-Launcher and Radar (TLAR),111102,15,3,98,,109.9174866,32.32734738,4,4.00936,
11236,937,麻安高速,9555,Weapon/Weapon System : Air Defense Missile Launcher : Light,111101,15,3,98,,111.1752526,32.00175066,4,4.00937,
11248,938,西万公路,9556,Unspecified,0,35,3,,,108.6656156,33.68061631,4,4.00938,
11260,939,秦岭隧道,9557,,110100,50,6,,,107.8687109,33.40800194,4,4.00939,
11272,940,秦岭终南山公路隧道,9558,,110100,50,3,,,109.0751765,33.73061766,4,4.0094,
11284,941,福银高速,9559,Botnet : Herder,110200,60,3,,,113.3845061,31.53991854,4,4.00941,
11296,942,福银高速,9560,Weapon/Weapon System : Surface-to-Surface Missile Launcher : Medium,111302,15,3,98,,112.5066615,32.11700349,4,4.00942,
11308,943,麻安高速,9561,Installation : White List Location,111800,20,3,,,112.8444415,31.68116711,4,4.00943,
11320,944,麻安高速,9562,Installation : Tented Camp,111900,20,3,,,113.9944869,31.48486009,4,4.00944,
11332,945,运宝黄河大桥,9563,Law Enforcement (Land Equipment),170000,15,3,98,,111.0331743,34.23792235,4,4.00945,
11344,946,运宝黄河大桥,9564,Civilian Vehicle : Known Insurgent Vehicle,160800,15,3,98,,111.1104788,33.3309127,4,4.00946,
11356,947,沪陕高速,9565,Operation : Foraging/Searching,130300,40,3,,,111.6877183,33.16870935,4,4.00947,
11368,948,沪陕高速,9566,Operation : Recruitment : Willing,130401,40,3,,,114.0747938,32.23097534,4,4.00948,
11380,949,工业大道北段,9567,Military Combatant : Mine Warfare Ship : Mine Countermeasures- Support Ship,120406,30,3,,,111.7253596,33.60075151,4,4.00949,
11392,950,郑栾高速,9568,Fires : Missile,130700,10,3,,,112.4999475,33.76108297,4,4.0095,
11404,951,京藏高速,9569,Military (Sea Subsurface) : Autonomous Underwater Vehicle (AUV),110400,35,6,,,95.88240913,36.36475151,4,4.00951,
11416,952,京藏高速,9570,Civilian (Sea Subsurface),120000,35,3,,,96.8518107,36.25478572,4,4.00952,
11428,953,京藏高速,9571,Civilian (Sea Subsurface) : Submersible,120100,35,3,,,96.8518107,36.25478572,4,4.00953,
11440,954,京藏高速,9572,Military (Sea Subsurface) : Diver,110500,35,6,,,95.88240913,36.36475151,4,4.00954,
11452,955,京藏高速,9573,Sustainment : Replacement Holding Unit,163200,10,3,,1.00E+19,95.94568005,36.35973696,4,4.00955,
11464,956,郑栾高速,9574,Sustainment : Petroleum Oil and Lubricants,162500,10,3,,,113.4838583,34.06480928,4,4.00956,
11476,957,,9575,Infection : NAPT,120200,60,3,,,95.4844122,37.18955711,4,4.00957,
11488,958,当金山口,9576,Incident : Shooting : Sniping,110401,40,3,,,95.32514281,37.88786544,4,4.00958,
11500,959,鄂拉山隧道,9577,,,20,7,,,99.75468384,35.84875085,4,4.00959,
11512,960,鄂拉山隧道,9578,,,20,8,,,98.84498554,35.11113185,4,4.0096,
11524,961,,9579,,,10,5,,,97.56676772,36.05323946,4,4.00961,
11536,962,西湟高速公路,9580,Emergency Operation (Land Equipment) : Fire Fighting/Fire Protection,230200,15,3,98,,99.60262933,36.55170709,4,4.00962,
11548,963,西湟高速公路 Xihuang Expressway,9581,Infrastructure : Agriculture and Food : Food Production Center,120106,20,3,,,100.7076521,36.35497219,4,4.00963,
11560,964,茶德高速,9582,Civilian (Land Civilian) : Emergency Medical Operation,111000,11,1,,,98.38499354,36.96230498,4,4.00964,
11572,965,天木路,9583,Unexploded Ordnance,120000,36,3,,,99.21195589,37.19980012,4,4.00965,
11584,966,,9584,Movement and Maneuver : SOF,121800,10,3,,,101.0064713,37.90263074,4,4.00966,
11596,967,连霍高速,9585,Military (Space) : Astronomical Satellite,110900,5,3,,,97.14877062,40.20783392,4,4.00967,
11608,968,连霍高速,9586,Military (Space) : Space Vehicle,110100,5,3,,,100.4651122,38.90233096,4,4.00968,
11620,969,柳格高速,9587,Infrastructure : Transportation,121300,20,3,,,94.28981644,39.9751675,4,4.00969,
11632,970,柳格高速,9588,Infrastructure : Telecommunications : Telecommunications Tower,121203,20,3,,,95.14536281,40.24322191,4,4.0097,
11644,971,乌奇路,9589,Infrastructure : Transportation : Airport/Air Base,121301,20,3,,,91.15691638,43.75139489,4,4.00971,
11656,972,兰新西路,9590,Infrastructure : Public Venues : Open Facility,121002,20,3,,,97.24293234,40.13768182,4,4.00972,
11668,973,京新高速,9591,Incident : IED Event : IED Suicide Bomber,110304,40,3,,,97.78569875,41.95777257,4,4.00973,
11680,974,京新高速,9592,Incident : IED Event : IED Cache,110303,40,3,,,100.7850532,41.86878757,4,4.00974,
11692,975,平西高速,9593,Civilian (Sea Surface) : Leisure Craft- Motorized : Rigid-Hull Inflatable Boat,140501,30,3,,,103.0925063,36.21730457,4,4.00975,
11704,976,连霍高速公路,9594,Unspecified,0,36,3,,,104.7226656,35.10912851,4,4.00976,
11716,977,青兰高速,9596,Weapon/Weapon System : Air Defense Gun : Light,110501,15,3,98,,106.1020183,36.35882376,4,4.00977,
11728,978,青兰高速,9597,Civilian (Land Civilian) : Environmental Protection,110100,11,1,,,106.4772502,35.57444039,4,4.00978,
11740,979,G309,9598,,110300,50,4,,,107.2933577,35.97984342,4,4.00979,
11752,980,定武高速,9599,Installation : Engineering Equipment Production : Bridge,110701,20,3,,,103.6622479,37.36146397,4,4.0098,
11764,981,定武高速,9600,Installation : Chemical-Biological-Radiological and Nuclear (CBRN),110600,20,3,,,104.7083361,37.44405232,4,4.00981,
11776,982,呼包高速; 包临高速,9601,Civilian (Space) : Biosatellite,120500,5,3,,,109.4600147,40.63882085,4,4.00982,
11788,983,青银高速,9602,,,36,0,,,107.1526835,37.91772398,4,4.00983,
11800,984,青银高速,9603,,,36,4,,,108.4954245,37.54922403,4,4.00984,
11812,985,呼包高速,9604,Incident : Criminal Activity Incident : Arrest,110101,40,3,,,106.9185257,40.15107259,4,4.00985,
11824,986,西长凤高速公路泾河特大桥,9605,Sea Mine Decoy : Sea Mine Decoy-Moored,130200,36,6,,,108.0989704,35.04570756,4,4.00986,
11836,987,西长凤高速公路泾河特大桥,9606,General Mine Anchor,180000,36,1,,,108.4313161,34.51019722,4,4.00987,
11848,988,黄延高速,9607,Unspecified,0,40,3,,,109.5236175,36.30947961,4,4.00988,
11860,989,黄延高速,9608,Incident : Criminal Activity Incident,110100,40,3,,,109.6680118,38.62683158,4,4.00989,
11872,990,西铜高速,9609,Civilian (Sea Surface),140000,30,3,,,109.0714083,35.50212147,4,4.0099,
11884,991,晋侯高速,9610,Civilian Vehicle : Utility Vehicle : Small Box Truck,160402,15,3,98,,110.5281692,35.57609396,4,4.00991,
11896,992,晋侯高速,9611,Civilian Vehicle : Utility Vehicle : Large Box Truck,160403,15,3,98,,109.6342274,34.91062063,4,4.00992,
11908,993,延西高速,9612,Unspecified,0,10,3,,,108.9636341,35.34586148,4,4.00993,
11920,994,银百高速公路,9615,Military Noncombatant : Service Craft/Yard : Barge- Not Self-Propelled,130201,30,3,,,107.9582751,35.77473422,4,4.00994,
11932,995,银百高速公路,9616,Military Noncombatant : Auxiliary Ship : Tug- Ocean Going,130113,30,3,,,107.4971568,36.30487965,4,4.00995,
11944,996,青兰高速,9617,Incident : Criminal Activity Incident : Jail Break,110115,40,3,,,112.2509233,36.17072522,4,4.00996,
11956,997,青兰高速,9618,Civilian (Space) : Weather Satellite,121200,5,3,,,109.7103546,35.95192263,4,4.00997,
11968,998,河运高速,9619,Weapon/Weapon System : Single Rocket Launcher,111500,15,3,98,,110.7806597,35.44640351,4,4.00998,
11980,999,京昆高速,9620,Weapon/Weapon System,110000,15,3,98,,111.3000436,35.77911102,4,4.00999,
11992,1000,京昆高速,9621,Weapon/Weapon System : Grenade Launcher : Medium,110302,15,3,98,,111.8420877,36.81958328,4,4.01,
12004,1001,连霍高速,9622,Incident : Bomb/Bombing,110200,40,3,,,114.4214288,34.83452248,4,4.01001,
12016,1002,蚌宁高速;宁蚌高速,9623,Incident : Criminal Activity Incident : Extortion,110106,40,3,,,113.2666471,33.72426572,4,4.01002,
12028,1003,蚌宁高速;宁蚌高速,9624,Incident : Criminal Activity Incident : Drug Related,110105,40,3,,,116.5372367,33.18059601,4,4.01003,
12040,1004,官道枢纽,9625,Vehicle : Armored Vehicle : Armored Personnel Carrier Ambulance,120104,15,3,98,,112.9349207,36.9697418,4,4.01004,
12052,1005,黎永高速,9626,Natural Event : Geologic : Volcanic Eruption,170106,40,3,,,111.0374212,36.61254504,4,4.01005,
12064,1006,延吴高速,9627,Military Combatant : Navy Task Organization : Navy Task Unit,121004,30,3,,,108.0492509,37.15111014,4,4.01006,
12076,1007,延吴高速,9628,Military Noncombatant : Auxiliary Ship : Survey Ship,130106,30,3,,,108.7197613,36.86386149,4,4.01007,
12088,1008,荣乌高速,9629,Incident : Criminal Activity Incident : Attempted Criminal Activity,110103,40,3,,,109.2573618,39.69742862,4,4.01008,
12100,1009,荣乌高速,9630,Incident : Criminal Activity Incident : Arson,110102,40,3,,,112.3357049,39.59632016,4,4.01009,
12112,1010,榆蓝高速,9631,MILCO : General : General-Confidence-Level 5,140105,36,3,,,109.9698565,37.96865247,4,4.0101,
12124,1011,榆蓝高速,9632,MILCO : Moored,140300,36,3,,,110.1080473,37.39137292,4,4.01011,
12136,1012,鸦沟隧道,9633,Vehicle : Armored Vehicle : Armored Fighting Vehicle,120101,15,3,98,,111.7183731,37.24123883,4,4.01012,
12148,1013,鸦沟隧道,9634,Installation : Law Enforcement : Prison,112108,20,3,,,110.5985843,37.57656996,4,4.01013,
12160,1014,呼北高速,9635,Infrastructure : Special Needs,121100,20,3,,,111.4655612,38.73795379,4,4.01014,
12172,1015,呼北高速,9636,Infrastructure : Special Needs : Adult Day Care,121101,20,3,,,110.9808196,38.07210842,4,4.01015,
12184,1016,邢临高速,9637,Weapon (Air),130000,1,3,,,113.0255277,37.09011142,4,4.01016,
12196,1017,邢临高速,9638,Civilian (Air) : Lighter Than Air,120400,1,3,,,114.7710666,36.97188142,4,4.01017,
12208,1018,青银高速,9639,Military Noncombatant : Auxiliary Ship : Combat Support Ship- Fast,130109,30,3,,,112.8794243,37.84907928,4,4.01018,
12220,1019,佳榆高速,9640,Civilian Vehicle : Automobile : Sedan,160103,15,3,98,,111.7854401,38.17958053,4,4.01019,
12232,1020,佳榆高速,9641,Train : Locomotive,150100,15,3,98,,110.5950658,38.03288066,4,4.0102,
12244,1021,神木隧道,9642,Incident : Criminal Activity Incident : Sabotage,110122,40,3,,,114.3988538,38.84879187,4,4.01021,
12256,1022,神木隧道,9643,Incident : Criminal Activity Incident : Suspicious Activity,110123,40,3,,,111.8007522,38.58884051,4,4.01022,
12268,1023,岚河北路,9644,Infrastructure : Educational Facilities,120400,20,3,,,111.6331478,38.78535122,4,4.01023,
12280,1024,西二环快速路,9645,Military (Air) : Fixed-Wing : Antisubmarine Warfare,110118,1,3,,,111.1354471,39.70449312,4,4.01024,
12292,1025,西二环快速路,9646,Military (Air) : Fixed-Wing : Airborne Early Warning (AEW),110116,1,3,,,112.5305463,38.95610844,4,4.01025,
12304,1026,Өлзийтийн зам,9647,Operation : Military Information Support Operation (MISO) : TV and Radio Propaganda,130201,40,3,,,105.485162,44.82165836,4,4.01026,
12316,1027,沿黄高速,9648,Emergency Operation (Land Equipment) : Ambulance,230100,15,3,98,,109.3445959,40.40885067,4,4.01027,
12328,1028,沿黄高速,9649,Emergency Operation (Land Equipment),230000,15,3,98,,110.559169,40.22642597,4,4.01028,
12340,1029,甘临一级公路,9650,,110100,52,4,,,107.3981603,41.29279592,4,4.01029,
12352,1030,甘临一级公路,9651,,110200,52,4,,,107.5760925,41.91478347,4,4.0103,
12364,1031,兴巴高速,9652,Infrastructure : Commercial,120300,20,3,,,112.1620792,40.29777682,4,4.01031,
12376,1032,兴巴高速,9653,Infrastructure : Banking- Finance- and Insurance : Financial Services-Other,120207,20,3,,,113.0891539,40.77701708,4,4.01032,
12388,1033,集老高速,9654,Utility Vehicles : Cross Country Truck,140800,15,3,98,,113.0531569,40.96731289,4,4.01033,
12400,1034,集老高速,9655,Utility Vehicles : Amphibious Utility Wheeled Vehicle,141100,15,3,98,,114.262747,40.68822361,4,4.01034,
12412,1035,京银路,9656,Infection : APT : APT with C2 and Self Propagation,120103,60,3,,,113.4267709,40.895828,4,4.01035,
12424,1036,京银路,9657,Infection : NAPT : NAPT with C2 and Self Propagation,120203,60,3,,,115.0237464,40.55446432,4,4.01036,
12436,1037,龙田村小桥,9659,Military (Air) : Fixed-Wing : Cargo,110107,1,3,,,115.2791881,22.823182,4,4.01037,
12448,1038,龙田村小桥,9660,Military (Air) : Fixed-Wing : Fighter/Bomber,110105,1,3,,,116.8110039,23.67077218,4,4.01038,
12460,1039,莲塘头中桥,9661,MILCO : Moored : Moored-Confidence-Level 5,140305,36,3,,,115.1948124,22.99028519,4,4.01039,
12472,1040,金坑大道,9662,Sustainment : Religious Support,163600,10,3,,,113.9436008,23.21628835,4,4.0104,
12484,1041,银盏隧道,9663,Sustainment : US Supply Class VI,164200,10,3,,1.01E+19,113.4064035,24.83854988,4,4.01041,
12496,1042,银盏隧道,9664,Emergency Operation (Land Units),190000,10,3,,,113.2977851,24.06696371,4,4.01042,
12508,1043,华南快速,9665,Civilian (Space) : Navigational Satellite,120900,5,3,,,113.0566857,25.25880443,4,4.01043,
12520,1044,北江大桥,9666,Infrastructure : Postal Services : Postal Distribution Center,120901,20,3,,,113.3539317,24.76415158,4,4.01044,
12532,1045,大广高速,9667,Sustainment : US Supply Class IV,162400,10,3,,,113.9458526,23.84193351,4,4.01045,
12544,1046,大广高速,9668,Sustainment : US Supply Class V,163600,10,3,,,114.5603762,24.4495627,4,4.01046,
12556,1047,黄竹径高架桥,9669,Fires : Survey,163600,10,3,98,,114.2759258,23.39847397,4,4.01047,
12568,1048,河惠莞高速,9670,Military (Space) : Satellite- General,110600,5,3,,,115.4877327,25.90604919,4,4.01048,
12580,1049,龙河高速,9671,Civilian (Land Civilian) : Individual,110300,11,1,,,114.7867556,25.7514185,4,4.01049,
12592,1050,龙河高速,9672,Civilian (Land Civilian) : Organization or Group,110400,11,1,,,114.8585009,24.25823215,4,4.0105,
12604,1051,白眉寨隧道,9673,Intelligence : Electronic Warfare : Direction Finding,150502,10,3,,,115.0185491,23.5057034,4,4.01051,
12616,1052,武深高速,9674,Installation : Law Enforcement : Police,112107,20,3,,,113.7604548,25.75385302,4,4.01052,
12628,1053,武深高速,9675,Installation : Law Enforcement : Customs Service,112103,20,3,,,114.0308054,24.90408579,4,4.01053,
12640,1054,鹤陇山隧道,9676,Engineer Equipment : Floating Bridge,130400,15,3,98,,116.5324403,23.62699161,4,4.01054,
12652,1055,鹤陇山隧道,9677,Civilian Vehicle : Tractor Trailer with Box : Small/Light,160601,15,3,98,,117.3163922,24.30076091,4,4.01055,
12664,1056,赤水隧道,9678,Civilian (Land Civilian) : Government Organization,110200,11,1,,,116.1836133,26.36893028,4,4.01056,
12676,1057,赤水隧道,9679,Infrastructure : Agriculture and Food : Commercial Food Distribution Center,120103,20,3,,,115.9302971,25.75059517,4,4.01057,
12688,1058,长深高速,9680,Negative Reacquisition-General : Negative Reacquisition-Floating,160300,36,3,,,116.7155692,25.61019107,4,4.01058,
12700,1059,长深高速,9681,Negative Reacquisition-General : Negative Reacquisition-Moored,160200,36,3,,,117.3806146,26.03162277,4,4.01059,
12712,1060,京珠高速,9682,Operation : Emergency Operation : Emergency Public Information Center,131205,40,3,,,113.2519812,29.12315052,4,4.0106,
12724,1061,泉南高速,9683,Movement and Maneuver : Infantry : Infantry Fighting Vehicle,121105,10,3,,,116.9910966,26.19336827,4,4.01061,
12736,1062,泉南高速,9684,Movement and Maneuver : Infantry : Main Gun System,121103,10,3,,,115.9964513,26.3812878,4,4.01062,
12748,1063,平汝高速,9685,Infrastructure : Special Needs : Child Day Care,121102,20,3,,,113.5891546,28.52312698,4,4.01063,
12760,1064,平汝高速,9686,Infrastructure : Special Needs : Elder Care,121103,20,3,,,113.4292929,27.5836951,4,4.01064,
12772,1065,昌栗高速,9687,Military Combatant : Patrol Boat : Patrol Ship- General,120502,30,3,,,114.3510033,28.09179761,4,4.01065,
12784,1066,昌栗高速,9688,Military Combatant : Decoy,120600,30,3,,,115.1348526,28.39103838,4,4.01066,
12796,1067,莆炎高速,9689,Law Enforcement (Land Equipment) : Police,170700,15,3,98,,115.8223446,26.7354545,4,4.01067,
12808,1068,西一环路,9690,Military (Sea Subsurface) : Submarine : Submarine-Snorkeling,110102,35,6,,,115.5066973,28.13677079,4,4.01068,
12820,1069,生厚高速,9691,Civilian (Sea Surface) : Merchant Ship : Cargo- General,140101,30,3,,,115.0195096,27.40725488,4,4.01069,
12832,1070,武鄂高速公路,9692,Manual Track (Air),140000,1,3,,,114.8305235,28.29666815,4,4.0107,
12844,1071,武鄂高速公路,9693,Unspecified,0,11,3,,,114.948715,29.78089047,4,4.01071,
12856,1072,金抚高速,9694,,110300,54,3,,,116.2257307,27.70935464,4,4.01072,
12868,1073,金抚高速,9695,,110300,50,3,,,115.5654996,27.33005796,4,4.01073,
12880,1074,福银高速公路,9696,Civilian (Space) : Miniaturized Satellite,120800,5,3,,,118.6062092,26.26297762,4,4.01074,
12892,1075,长深高速公路,9697,Civilian (Land Civilian) : Victim of an Attempted Crime,110700,11,6,,,119.7681317,28.30799898,4,4.01075,
12904,1076,长深高速公路,9698,Civilian (Land Civilian) : Killing Victims,110600,11,6,,,118.6865121,27.39229583,4,4.01076,
12916,1077,福银高速;南昌绕城高速,9699,Weapon (Sea Subsurface) : Torpedo,130100,35,3,,,116.0031814,28.80768991,4,4.01077,
12928,1078,金溪,9700,,,36,5,,,117.0852918,29.60267304,4,4.01078,
12940,1079,金溪,9701,,,36,7,,,116.8635746,28.38137883,4,4.01079,
