origin,name,joinID,symbolname,symbolentity,symbolset,identity,specialentitysubtype,sidc,x,y,sequence,order,time
67,طريق الكفرة-جالو,1921,Fire Event : Smoke,140200,40,3,,,2402201.958,3248475.119,9,9.00067,
67,طريق الكفرة-جالو,1921,Fire Event : Smoke,140200,40,3,,,2397099.799,3315250.234,10,10.00067,
67,طريق الكفرة-جالو,1921,Fire Event : Smoke,140200,40,3,,,2396648.146,3380802.145,11,11.00067,
67,طريق الكفرة-جالو,1921,Fire Event : Smoke,140200,40,3,,,2396648.146,3380802.145,12,12.00067,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3224819.817,2934338.872,1,1.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3235073.323,2900237.07,2,2.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3240591.076,2863530.043,3,3.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3240100.87,2827538.977,4,4.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3236523.005,2790701.994,5,5.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3226832.18,2755087.454,6,6.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3218960.914,2719042.506,7,7.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3225441.019,2683063.355,8,8.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3216159.211,2647844.242,9,9.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3202746.581,2614224.404,10,10.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3195341.581,2578501.636,11,11.00068,
68,"طريق العوينات, الواحات الداخلة",1923,Civilian Vehicle : Automobile : Midsize,160102,15,3,98,,3195341.581,2578501.636,12,12.00068,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3224819.817,2934338.872,1,1.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3235073.323,2900237.07,2,2.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3240591.076,2863530.043,3,3.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3240100.87,2827538.977,4,4.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3236523.005,2790701.994,5,5.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3226832.18,2755087.454,6,6.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3218960.914,2719042.506,7,7.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3225441.019,2683063.355,8,8.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3216159.211,2647844.242,9,9.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3202746.581,2614224.404,10,10.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3195341.581,2578501.636,11,11.00069,
69,"طريق العوينات, الواحات الداخلة",1924,Civilian Vehicle : Automobile : Compact,160101,15,3,98,,3195341.581,2578501.636,12,12.00069,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2588972.27,2780686.64,1,1.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2571631.773,2844505.445,2,2.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2552315.114,2905637.76,3,3.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2495766.799,2937787.538,4,4.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2457492.339,2988355.107,5,5.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2438273.749,3052508.298,6,6.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2417728.811,3115780.956,7,7.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2408775.629,3181870.431,8,8.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2402201.958,3248475.119,9,9.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2397099.799,3315250.234,10,10.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2396648.146,3380802.145,11,11.0007,
70,طريق الكفرة-جالو,1925,Fire Event : Hot Spot,140300,40,3,,,2396648.146,3380802.145,12,12.0007,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2588972.27,2780686.64,1,1.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2571631.773,2844505.445,2,2.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2552315.114,2905637.76,3,3.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2495766.799,2937787.538,4,4.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2457492.339,2988355.107,5,5.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2438273.749,3052508.298,6,6.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2417728.811,3115780.956,7,7.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2408775.629,3181870.431,8,8.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2402201.958,3248475.119,9,9.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2397099.799,3315250.234,10,10.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2396648.146,3380802.145,11,11.00071,
71,طريق الكفرة-جالو,1927,Fire Event : Non-Residential Fire,140400,40,3,,,2396648.146,3380802.145,12,12.00071,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3414508.14,3521401.234,1,1.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3390864.384,3524743.049,2,2.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3367026.511,3518062.439,3,3.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3342065.907,3516938.181,4,4.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3320017.724,3527759.2,5,5.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3302715.993,3545814.83,6,6.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3285383.907,3563833.979,7,7.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3260604.209,3565797.007,8,8.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3235583.585,3566090.921,9,9.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3210726.928,3568234.099,10,10.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3187062.639,3576352.507,11,11.00072,
72,طريق الضبعه القاهرة,1945,Civilian (Sea Surface) : Merchant Ship : Ferry,140105,30,3,,,3187062.639,3576352.507,12,12.00072,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3414508.14,3521401.234,1,1.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3390864.384,3524743.049,2,2.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3367026.511,3518062.439,3,3.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3342065.907,3516938.181,4,4.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3320017.724,3527759.2,5,5.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3302715.993,3545814.83,6,6.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3285383.907,3563833.979,7,7.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3260604.209,3565797.008,8,8.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3235583.585,3566090.921,9,9.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3210726.928,3568234.099,10,10.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3187062.639,3576352.507,11,11.00073,
73,طريق الضبعه القاهرة,1947,Civilian (Sea Surface) : Merchant Ship : Heavy Lift,140106,30,3,,,3187062.639,3576352.507,12,12.00073,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3186921.564,3576350.115,1,1.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3210614.608,3568228.8,2,2.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3235492.451,3566048.847,3,3.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3260541.188,3565755.847,4,4.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3285353.533,3563803.218,5,5.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3302705.035,3545763.91,6,6.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3320033.192,3527696.025,7,7.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3342116.789,3516898.98,8,8.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3367105.207,3518027.418,9,9.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3390964.277,3524736.693,10,10.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3414604.854,3521263.091,11,11.00074,
74,طريق الضبعه القاهرة,1964,Civilian (Sea Surface) : Merchant Ship,140100,30,3,,,3414604.854,3521263.091,12,12.00074,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3112819.329,3127654.144,1,1.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3099280.06,3098973.172,2,2.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3101310.335,3072118.094,3,3.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3084174.115,3060433.671,4,4.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3089142.603,3035522.748,5,5.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3103034.41,3007943.918,6,6.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3128190.065,2989676.849,7,7.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3157851.595,2982374.46,8,8.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3183360.52,2973720.933,9,9.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3208492.333,2960817.358,10,10.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3222635.495,2943676.247,11,11.00075,
75,"طريق الفرافرة, الواحات الداخلة",1975,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae,110601,10,3,,,3222635.495,2943676.247,12,12.00075,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2560982.026,2873365.906,1,1.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2554438.363,2900703.925,2,2.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2534076.084,2919814.161,3,3.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2507951.195,2933267.077,4,4.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2481404.551,2946054.278,5,5.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2465934.073,2969449.052,6,6.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2455175.824,2996988.733,7,7.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2445233.419,3024998.119,8,8.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2437692.939,3053694.524,9,9.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2424498.087,3080636.976,10,10.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2418080.486,3109381.203,11,11.00076,
76,طريق الكفرة- جالو -إجدابيا,2040,Sustainment,160000,10,3,,,2418080.486,3109381.203,12,12.00076,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1697706.848,3687963.831,1,1.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1704477.109,3658169.904,2,2.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1704707.613,3628105.753,3,3.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1711453.737,3598250.487,4,4.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1721473.984,3569151.363,5,5.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1739689.292,3543878.427,6,6.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1752129.95,3514550.982,7,7.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1766924.734,3486724.207,8,8.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1786823.01,3461545.783,9,9.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1792673.567,3430295.958,10,10.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1797640.582,3399477.455,11,11.00077,
77,طريق ودان - أبو قرين,2069,Command and Control : Civil Affairs,110200,10,3,,,1797640.582,3399477.455,12,12.00077,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2370900.115,3394810.807,1,1.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2354272.172,3410123.122,2,2.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2335873.605,3426323.655,3,3.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2329489.669,3450111.575,4,4.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2319491.83,3472440.971,5,5.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2317041.006,3494381.551,6,6.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2310711.877,3518454.099,7,7.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2297900.61,3540214.171,8,8.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2283717.508,3560920.985,9,9.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2269720.531,3581606.999,10,10.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2252464.793,3600027.05,11,11.00078,
78,طريق أوجلة اجدابيا,2081,Military Combatant : Navy Task Organization : Navy Task Force,121002,30,3,,,2252464.793,3600027.05,12,12.00078,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2370900.115,3394810.807,1,1.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2354272.172,3410123.122,2,2.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2335873.605,3426323.655,3,3.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2329489.669,3450111.575,4,4.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2319491.83,3472440.971,5,5.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2317041.006,3494381.551,6,6.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2310711.877,3518454.099,7,7.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2297900.61,3540214.171,8,8.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2283717.508,3560920.985,9,9.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2269720.531,3581606.999,10,10.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2252464.793,3600027.05,11,11.00079,
79,طريق أوجلة اجدابيا,2082,Military Combatant : Navy Task Organization,121000,30,3,,,2252464.793,3600027.05,12,12.00079,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2370900.115,3394810.807,1,1.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2354272.172,3410123.122,2,2.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2335873.605,3426323.655,3,3.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2329489.669,3450111.575,4,4.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2319491.83,3472440.971,5,5.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2317041.006,3494381.551,6,6.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2310711.877,3518454.099,7,7.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2297900.61,3540214.171,8,8.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2283717.508,3560920.985,9,9.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2269720.531,3581606.999,10,10.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2252464.793,3600027.05,11,11.0008,
80,طريق أوجلة اجدابيا,2083,Military Combatant : Navy Task Organization : Navy Task Element,121001,30,3,,,2252464.793,3600027.05,12,12.0008,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,3018862.963,3664324.452,1,1.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2996384.331,3643870.96,2,2.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2977817.211,3620245.147,3,3.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2960888.085,3597713.025,4,4.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2949027.389,3569676.765,5,5.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2930239.339,3546694.854,6,6.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2913150.635,3522254.422,7,7.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2893061.829,3500752.962,8,8.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2873896.683,3477766.36,9,9.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2856707.114,3452367.716,10,10.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2840731.05,3426472.767,11,11.00081,
81,"طريق مرسي مطروح, سيوه",2084,Protection : Drilling,140600,10,3,98,,2840731.05,3426472.767,12,12.00081,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1697706.848,3687963.831,1,1.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1704716.783,3660385.912,2,2.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1705932.852,3632388.807,3,3.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1709214.006,3604532.533,4,4.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1715821.254,3575902.22,5,5.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1733908.878,3552833.244,6,6.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1747512.864,3527033.157,7,7.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1758970.125,3499828.71,8,8.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1776466.59,3475970.333,9,9.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1789472.76,3449788.475,10,10.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1790815.904,3420617.719,11,11.00082,
82,طريق ودان - أبو قرين,2179,Intelligence : Sensor,151200,10,3,,,1790815.904,3420617.719,12,12.00082,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3412890.323,3195638.365,1,1.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3386528.498,3189895.352,2,2.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3359977.279,3191942.086,3,3.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3333895.824,3185045.114,4,4.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3308007.245,3177510.351,5,5.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3283307.198,3167638.786,6,6.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3258472.505,3157094.85,7,7.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3233705.369,3146392.846,8,8.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3208986.169,3136068.845,9,9.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3183217.372,3132261.373,10,10.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3158430.765,3128888.041,11,11.00083,
83,"محور ديروط, الفرافرة",2194,Military (Sea Subsurface) : Other Submersible,110200,35,6,,,3158430.765,3128888.041,12,12.00083,
84,ጽርግያ ባጽዕ ዓሰብ / Assab - Massawa Road / طريق عصب - مصوع,2204,Vehicle : Armored Vehicle : Combat Service Support Vehicle,120109,15,3,98,,4484092.402,1677683.013,1,1.00084,
84,ጽርግያ ባጽዕ ዓሰብ / Assab - Massawa Road / طريق عصب - مصوع,2204,Vehicle : Armored Vehicle : Combat Service Support Vehicle,120109,15,3,98,,4519730.762,1669146.327,2,2.00084,
84,ጽርግያ ባጽዕ ዓሰብ / Assab - Massawa Road / طريق عصب - مصوع,2204,Vehicle : Armored Vehicle : Combat Service Support Vehicle,120109,15,3,98,,4551211.363,1650207.328,3,3.00084,
84,ጽርግያ ባጽዕ ዓሰብ / Assab - Massawa Road / طريق عصب - مصوع,2204,Vehicle : Armored Vehicle : Combat Service Support Vehicle,120109,15,3,98,,4586475.051,1641238.042,4,4.00084,
