x,y,ITT,DATE_TIME,CARNO,TRACKLINE,TRACKNAME,DESTINATIONID,DEST_STATION,DESTSTATIONCODE,DESCRIPTION,DIRECTION,TRIP_DIRECTION
-77.008025,38.876419,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,,90,2
-77.085606,38.960679,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Friendship Heights- Track 2; ,338,2
-76.865104,38.894938,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,Morgan Blvd- Track 1; ,66,1
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.129282,38.799347,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,Van Dorn St- Track 2; motion;,260,2
-77.157317,39.108665,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,344,2
-77.111705,39.045681,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,343,2
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-77.15692,38.886079,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,East Falls Church- Track 2; motion;,294,2
-76.938582,38.89111,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,Benning Road- Track 2; Doors operating manually; Doors open left,307,2
-77.024835,38.898387,363,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Gallery Place Upper- Track 2; ,268,2
-77.028001,38.898332,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; Doors operating manually;,0,2
-77.061807,38.805966,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,,49,1
-77.234224,38.921241,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,Greensboro- Track 1; ,143,1
-77.237107,38.880614,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,,252,2
-77.056815,38.932776,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,336,2
-77.04056,39.007701,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,349,1
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.0619,38.80605,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,King Street-Old Town- Track 2; ,229,2
-77.000403,38.885505,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,,76,1
-77.052307,38.873494,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,141,2
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-77.087112,38.890108,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Court House- Track 1; motion;,63,1
-76.954764,38.965303,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,,270,2
-77.199706,38.89724,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,53,1
-77.043619,38.909902,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,Dupont Circle- Track 1; Doors operating manually; Doors open right,156,1
-77.008489,38.963051,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,,318,1
-77.019827,38.884928,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,,265,2
-77.084343,38.957904,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,Friendship Heights- Track 1; ,158,1
-77.021977,38.898383,409,1.64696E+12,6,Yellow,F2,31,Huntington,C15,Gallery Place-Chinatown Lower- Track 2; motion;,180,2
-77.148763,39.086746,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,151,1
-77.031252,38.99368,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Silver Spring- Track 2; Doors operating manually; Doors open left,137,2
-77.011454,38.950465,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,,237,2
-76.948093,38.966347,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,,56,1
-77.015938,38.885025,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,Federal Center SW- Track 1; Doors operating manually;,90,1
-77.052636,38.925587,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,Woodley Park Zoo/Adams Morgan- Track 2; ,336,2
-77.032456,38.927505,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,Columbia Heights- Track 1; ,356,1
-76.989452,38.847092,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,Congress Heights- Track 1; ,329,1
-76.911779,38.826759,420,1.64696E+12,6,Green,F1,43,Branch Ave.,F11,Branch Avenue- Track 1; ,129,2
-77.005798,38.901627,424,1.64696E+12,0,Red,B1,13,Glenmont,B11,,28,1
-76.992434,38.883205,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,,298,2
-76.912873,38.827311,489,1.64696E+12,6,Non-revenue,F2,92,Greenbelt Yard,E99,Branch Avenue- Track 2; ,309,1
-76.906281,38.887966,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,,117,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-77.103443,39.028167,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,Grosvenor-Strathmore- Track 1; ,162,1
-77.340287,38.947883,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,Wiehle-Reston- Track 2; motion;,293,2
-76.99601,38.920932,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Rhode Island Avenue- Track 2; motion;,198,2
-77.028197,38.893833,327,1.64696E+12,6,Blue,D1,72,Largo Town Center,G05,Federal Triangle- Track 1; motion;,180,1
-76.86774,38.89405,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,Morgan Blvd- Track 2; Doors operating manually; Doors open left,243,2
-77.157317,39.108665,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,344,2
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.055661,38.857294,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,,272,1
-77.042932,38.901323,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,,90,1
-77.129282,38.799347,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,Van Dorn St- Track 2; ,260,2
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.007433,38.87642,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,,90,2
-77.070909,38.896032,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,Rosslyn- Track 2; Doors operating manually;,178,2
-77.15692,38.886079,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,East Falls Church- Track 2; Doors operating manually;,294,2
-77.021889,38.885123,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,L Enfant Plaza Upper- Track 1; ,0,1
-76.865104,38.894938,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,,66,1
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.234224,38.921241,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,Greensboro- Track 1; Doors operating manually; Doors open left,143,1
-77.0619,38.80605,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,King Street-Old Town- Track 2; ,229,2
-77.028001,38.898332,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; Doors operating manually;,0,2
-77.111705,39.045681,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,343,2
-77.051753,38.872791,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,160,2
-77.04056,39.007701,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,349,1
-77.057408,38.933796,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,336,2
-77.085836,38.96113,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Friendship Heights- Track 2; ,338,2
-77.237107,38.880614,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,,252,2
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-77.084343,38.957904,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,Friendship Heights- Track 1; ,158,1
-77.011454,38.950465,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,,237,2
-77.148054,39.085859,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,144,1
-77.031252,38.99368,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Silver Spring- Track 2; Doors operating manually; Doors open left,137,2
-76.945223,38.968194,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,,50,1
-76.999199,38.885602,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,,94,1
-77.087112,38.890108,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Court House- Track 1; motion;,63,1
-77.021977,38.898383,409,1.64696E+12,6,Yellow,F2,31,Huntington,C15,Gallery Place-Chinatown Lower- Track 2; motion;,180,2
-76.956425,38.965311,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Prince Georges Plaza- Track 2; motion;,270,2
-77.010423,38.96469,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,,318,1
-77.043619,38.909902,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,Dupont Circle- Track 1; Doors operating manually; Doors open right,156,1
-77.199706,38.89724,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,53,1
-77.019827,38.884928,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,,265,2
-77.052636,38.925587,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,Woodley Park Zoo/Adams Morgan- Track 2; motion;,336,2
-76.938582,38.89111,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,Benning Road- Track 2; Doors operating manually; Doors open left,307,2
-77.061807,38.805966,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,,49,1
-77.015938,38.885025,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,Federal Center SW- Track 1; Doors operating manually;,90,1
-76.989452,38.847092,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,Congress Heights- Track 1; ,329,1
-76.911779,38.826759,420,1.64696E+12,6,Green,F1,43,Branch Ave.,F11,Branch Avenue- Track 1; ,129,2
-77.032456,38.927505,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,Columbia Heights- Track 1; Doors operating manually; Doors open left,356,1
-76.992434,38.883205,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,,298,2
-77.340287,38.947883,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,Wiehle-Reston- Track 2; motion;,293,2
-77.042932,38.901323,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,,90,1
-76.871923,38.948066,310,1.64696E+12,0,Non-revenue,D2,74,New Carrollton Yard,D99,New Carrollton- Track 2; ,42,1
-77.103016,39.026803,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,,171,1
-76.906281,38.887966,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,,117,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-76.86774,38.89405,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,Morgan Blvd- Track 2; Doors operating manually; Doors open left,243,2
-76.99601,38.920932,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Rhode Island Avenue- Track 2; motion;,198,2
-77.055661,38.857294,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,,272,1
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.028197,38.893833,327,1.64696E+12,6,Blue,D1,72,Largo Town Center,G05,Federal Triangle- Track 1; motion;,180,1
-77.087112,38.890108,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Court House- Track 1; ,63,1
-77.058071,38.934937,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Cleveland Park- Track 2; ,336,2
-77.15866,39.112073,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,338,2
-77.005877,38.876422,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,Navy Yard-Ballpark- Track 2; ,90,2
-77.129282,38.799347,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,Van Dorn St- Track 2; ,260,2
-77.237107,38.880614,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,,252,2
-77.021889,38.885123,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,L Enfant Plaza Upper- Track 1; ,0,1
-77.028001,38.898332,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; Doors operating manually;,0,2
-77.070909,38.896032,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,Rosslyn- Track 2; Doors operating manually;,178,2
-77.010423,38.96469,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,,318,1
-77.15692,38.886079,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,East Falls Church- Track 2; Doors operating manually; Doors open left,294,2
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.04125,39.010107,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,347,1
-77.112317,39.047128,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,340,2
-76.863593,38.89538,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,,73,1
-77.234224,38.921241,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,Greensboro- Track 1; Doors operating manually; Doors open left,143,1
-76.938582,38.89111,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,Benning Road- Track 2; Doors operating manually; Doors open left,307,2
-77.02208,38.884908,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,L Enfant Plaza Lower- Track 2; ,270,2
-77.051601,38.87227,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,175,2
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-77.199706,38.89724,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,53,1
-77.086388,38.962212,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,338,2
-77.021977,38.898383,409,1.64696E+12,6,Yellow,F2,31,Huntington,C15,Gallery Place-Chinatown Lower- Track 2; motion;,180,2
-76.956425,38.965311,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Prince Georges Plaza- Track 2; motion;,270,2
-77.060926,38.806568,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,King Street-Old Town- Track 1; motion;,49,1
-77.026341,38.898345,363,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,269,2
-77.084343,38.957904,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,Friendship Heights- Track 1; ,158,1
-77.147031,39.084912,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,,138,1
-76.997797,38.885276,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,,115,1
-77.0619,38.80605,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,King Street-Old Town- Track 2; ,229,2
-76.990332,38.848219,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,,329,1
-77.032456,38.927505,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,Columbia Heights- Track 1; Doors operating manually; Doors open left,356,1
-77.052636,38.925587,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,Woodley Park Zoo/Adams Morgan- Track 2; motion;,336,2
-76.945223,38.968194,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,,50,1
-77.043619,38.909902,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,Dupont Circle- Track 1; Doors operating manually; Doors open right,156,1
-77.015938,38.885025,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,Federal Center SW- Track 1; ,90,1
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-76.911779,38.826759,420,1.64696E+12,6,Green,F1,43,Branch Ave.,F11,Branch Avenue- Track 1; ,129,2
-77.031252,38.99368,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Silver Spring- Track 2; Doors operating manually; Doors open left,137,2
-77.011454,38.950465,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,,237,2
-76.993775,38.883752,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,,298,2
-76.912873,38.827311,489,1.64696E+12,6,Non-revenue,F2,92,Greenbelt Yard,E99,Branch Avenue- Track 2; ,309,1
-76.904631,38.887393,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,,111,1
-77.103016,39.026803,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,,171,1
-76.99601,38.920932,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Rhode Island Avenue- Track 2; ,198,2
-77.340287,38.947883,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,Wiehle-Reston- Track 2; motion;,293,2
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.028197,38.893833,327,1.64696E+12,6,Blue,D1,72,Largo Town Center,G05,Federal Triangle- Track 1; motion;,180,1
-77.041923,38.901323,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,,90,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-77.021889,38.885123,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,L Enfant Plaza Upper- Track 1; ,0,1
-76.86774,38.89405,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,Morgan Blvd- Track 2; Doors operating manually;,243,2
-77.129282,38.799347,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,Van Dorn St- Track 2; Doors operating manually; Doors open left,260,2
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.057155,38.857469,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,,286,1
-77.15866,39.112073,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,338,2
-76.863593,38.89538,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,,73,1
-77.112317,39.047128,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,340,2
-77.15692,38.886079,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,East Falls Church- Track 2; Doors operating manually; Doors open left,294,2
-77.087112,38.890108,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Court House- Track 1; Doors operating manually; Doors open left,63,1
-77.005877,38.876422,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,Navy Yard-Ballpark- Track 2; ,90,2
-77.240407,38.88003,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,,262,2
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.087419,38.964232,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,339,2
-77.070909,38.896032,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,Rosslyn- Track 2; ,178,2
-76.938582,38.89111,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,Benning Road- Track 2; Doors operating manually; Doors open left,307,2
-77.012267,38.966338,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,,323,1
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-77.058071,38.934937,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Cleveland Park- Track 2; ,336,2
-76.956425,38.965311,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Prince Georges Plaza- Track 2; motion;,270,2
-77.028086,38.898341,363,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Metro Center Upper- Track 2; motion;,270,2
-77.051684,38.871525,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,,195,2
-77.060926,38.806568,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,King Street-Old Town- Track 1; motion;,49,1
-77.084343,38.957904,366,1.64696E+12,0,Red,A1,13,Glenmont,B11,Friendship Heights- Track 1; ,158,1
-77.0619,38.80605,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,King Street-Old Town- Track 2; ,229,2
-77.028001,38.899278,349,1.64696E+12,6,Silver,C2,64,Wiehle-Reston East,N06,Metro Center Lower- Track 2; ,359,2
-77.234224,38.921241,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,Greensboro- Track 1; Doors operating manually; Doors open left,143,1
-77.04125,39.010107,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,347,1
-77.197567,38.898474,358,1.64696E+12,6,Orange,K1,20,New Carrollton,D13,,53,1
-77.02208,38.884908,359,1.64696E+12,6,Blue,D2,16,Franconia-Springfield,J03,L Enfant Plaza Lower- Track 2; motion;,270,2
-77.043619,38.909902,364,1.64696E+12,6,Red,A1,13,Glenmont,B11,Dupont Circle- Track 1; Doors operating manually;,156,1
-76.997797,38.885276,472,1.64696E+12,0,Orange,D1,20,New Carrollton,D13,,115,1
-77.188895,38.900795,353,1.64696E+12,6,Non-revenue,K3,95,West Falls Church Pocket,K06,West Falls Church-VT/UVA- ,88,1
-77.052636,38.925587,414,1.64696E+12,4,Non-revenue,A2,87,Shady Grove Yard,A99,Woodley Park Zoo/Adams Morgan- Track 2; motion;,336,2
-77.031252,38.99368,368,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Silver Spring- Track 2; Doors operating manually; Doors open left,137,2
-77.021977,38.898383,409,1.64696E+12,6,Yellow,F2,31,Huntington,C15,Gallery Place-Chinatown Lower- Track 2; ,180,2
-77.146246,39.084234,369,1.64696E+12,6,Red,A1,13,Glenmont,B11,Rockville- Track 1; ,138,1
-77.032456,38.927505,407,1.64696E+12,6,Green,E1,44,Greenbelt,E10,Columbia Heights- Track 1; Doors operating manually; Doors open left,356,1
-76.911779,38.826759,420,1.64696E+12,6,Green,F1,43,Branch Ave.,F11,Branch Avenue- Track 1; ,129,2
-76.990332,38.848219,415,1.64696E+12,6,Green,F1,44,Greenbelt,E10,,329,1
-77.014378,38.885025,410,1.64696E+12,6,Silver,D1,51,Largo Town Center,G05,Federal Center SW- Track 1; ,90,1
-76.94329,38.96946,421,1.64696E+12,6,Yellow,E1,24,Greenbelt,E10,,50,1
-77.011454,38.950465,397,1.64696E+12,6,Green,E2,43,Branch Ave.,F11,,237,2
-77.004529,38.903214,424,1.64696E+12,0,Red,B1,13,Glenmont,B11,,29,1
-76.996045,38.884677,474,1.64696E+12,6,Orange,D2,23,Vienna,K08,Eastern Market- Track 2; motion;,298,2
-76.871923,38.948066,310,1.64696E+12,0,Non-revenue,D2,74,New Carrollton Yard,D99,New Carrollton- Track 2; ,42,1
-77.340287,38.947883,308,1.64696E+12,6,Silver,N2,64,Wiehle-Reston East,N06,Wiehle-Reston- Track 2; Doors operating manually; Doors open left,293,2
-77.102794,39.02431,322,1.64696E+12,0,Red,A1,13,Glenmont,B11,,183,1
-76.900026,38.88667,251,1.64696E+12,6,Blue,G1,72,Largo Town Center,G05,,92,1
-77.040465,38.901323,316,1.64696E+12,6,Orange,C1,20,New Carrollton,D13,Farragut West- Track 1; motion;,90,1
-77.059334,38.858903,317,1.64696E+12,6,Blue,C1,72,Largo Town Center,G05,,334,1
-76.99601,38.920932,323,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Rhode Island Avenue- Track 2; Doors operating manually; Doors open left,198,2
-77.160029,39.114227,330,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,329,2
-77.028197,38.893833,327,1.64696E+12,6,Blue,D1,72,Largo Town Center,G05,Federal Triangle- Track 1; Doors operating manually; Doors open left,180,1
-77.167957,38.766457,318,1.64696E+12,6,Blue,J1,72,Largo Town Center,G05,Franconia-Springfield- Track 1; Doors open left,62,1
-77.021889,38.886018,325,1.64696E+12,6,Yellow,F1,24,Greenbelt,E10,L Enfant Plaza Upper- Track 1; ,0,1
-76.869201,38.89348,428,1.64696E+12,6,Blue,G2,16,Franconia-Springfield,J03,Morgan Blvd- Track 2; ,243,2
-77.129282,38.799347,328,1.64696E+12,6,Blue,J2,16,Franconia-Springfield,J03,Van Dorn St- Track 2; Doors operating manually;,260,2
-76.871817,38.947991,319,1.64696E+12,6,Orange,D1,20,New Carrollton,D13,New Carrollton- Track 1; ,42,1
-77.053594,39.061731,335,1.64696E+12,6,Red,B2,12,Shady Grove,A15,Glenmont- Track 2; Doors open left,136,2
-77.088358,38.966516,346,1.64696E+12,6,Red,A2,12,Shady Grove,A15,,346,2
-77.053501,39.061802,343,1.64696E+12,6,Red,B1,13,Glenmont,B11,Glenmont- Track 1; ,316,1
-77.070939,38.894054,470,1.64696E+12,6,Orange,C2,23,Vienna,K08,Rosslyn- Track 2; ,192,2
-77.005877,38.876422,337,1.64696E+12,6,Green,F2,43,Branch Ave.,F11,Navy Yard-Ballpark- Track 2; motion;,90,2
-77.243139,38.879837,417,1.64696E+12,6,Orange,K2,23,Vienna,K08,,266,2
-77.058071,38.934937,354,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Cleveland Park- Track 2; motion;,336,2
-76.938582,38.89111,357,1.64696E+12,6,Silver,G2,64,Wiehle-Reston East,N06,Benning Road- Track 2; Doors operating manually;,307,2
-77.087112,38.890108,338,1.64696E+12,6,Silver,K1,51,Largo Town Center,G05,Court House- Track 1; Doors operating manually;,63,1
-77.028086,38.898341,363,1.64696E+12,6,Red,A2,12,Shady Grove,A15,Metro Center Upper- Track 2; motion;,270,2
-76.859831,38.895899,329,1.64696E+12,6,Silver,G1,51,Largo Town Center,G05,,84,1
-77.060926,38.806568,398,1.64696E+12,6,Yellow,C1,24,Greenbelt,E10,King Street-Old Town- Track 1; motion;,49,1
-77.113016,39.048557,342,1.64696E+12,6,Red,A2,12,Shady Grove,A15,White Flint- Track 2; ,339,2
-77.15692,38.886079,339,1.64696E+12,6,Silver,K2,64,Wiehle-Reston East,N06,East Falls Church- Track 2; motion;,294,2
-77.041999,39.01272,348,1.64696E+12,6,Red,B1,13,Glenmont,B11,,347,1
-77.232572,38.919723,345,1.64696E+12,6,Silver,N1,51,Largo Town Center,G05,Greensboro- Track 1; ,126,1
-76.910459,39.012014,401,1.64696E+12,0,Green,E2,44,Greenbelt,E10,Greenbelt- Track 2; ,35,1
-77.054163,38.869235,350,1.64696E+12,6,Blue,C2,16,Franconia-Springfield,J03,Pentagon- Track 2; ,226,2
-77.063367,38.805224,402,1.64696E+12,6,Yellow,C2,31,Huntington,C15,,243,2
-77.013579,38.968012,355,1.64696E+12,6,Red,B1,13,Glenmont,B11,,334,1
-76.956425,38.965311,416,1.64696E+12,6,Yellow,E2,31,Huntington,C15,Prince Georges Plaza- Track 2; Doors operating manually;,270,2
