trackField,sequence,time,message,long,lat
NE1455,2,1:00:02 AM,Position 2 for NE1455.,79,30
NE1456,2,1:00:02 AM,Position 2 for NE1456.,79,31
NE1457,2,1:00:02 AM,Position 2 for NE1457.,79,32
NE1458,2,1:00:02 AM,Position 2 for NE1458.,79,33
NE1459,2,1:00:02 AM,Position 2 for NE1459.,79,34
NE1460,2,1:00:02 AM,Position 2 for NE1460.,79,35
NE1461,2,1:00:02 AM,Position 2 for NE1461.,79,36
NE1462,2,1:00:02 AM,Position 2 for NE1462.,79,37
NE1463,2,1:00:02 AM,Position 2 for NE1463.,79,38
NE1464,2,1:00:02 AM,Position 2 for NE1464.,79,39
NE1465,2,1:00:02 AM,Position 2 for NE1465.,79,40
NE1466,2,1:00:02 AM,Position 2 for NE1466.,79,41
NE1467,2,1:00:02 AM,Position 2 for NE1467.,79,42
NE1468,2,1:00:02 AM,Position 2 for NE1468.,79,43
NE1469,2,1:00:02 AM,Position 2 for NE1469.,79,44
NE1470,2,1:00:02 AM,Position 2 for NE1470.,79,45
NE1471,2,1:00:02 AM,Position 2 for NE1471.,79,46
NE1472,2,1:00:02 AM,Position 2 for NE1472.,79,47
NE1473,2,1:00:02 AM,Position 2 for NE1473.,79,48
NE1474,2,1:00:02 AM,Position 2 for NE1474.,79,49
NE1475,2,1:00:02 AM,Position 2 for NE1475.,79,50
NE1476,2,1:00:02 AM,Position 2 for NE1476.,79,51
NE1477,2,1:00:02 AM,Position 2 for NE1477.,79,52
NE1478,2,1:00:02 AM,Position 2 for NE1478.,79,53
NE1479,2,1:00:02 AM,Position 2 for NE1479.,79,54
NE1480,2,1:00:02 AM,Position 2 for NE1480.,79,55
NE1481,2,1:00:02 AM,Position 2 for NE1481.,79,56
NE1482,2,1:00:02 AM,Position 2 for NE1482.,79,57
NE1483,2,1:00:02 AM,Position 2 for NE1483.,79,58
NE1484,2,1:00:02 AM,Position 2 for NE1484.,79,59
NE1485,2,1:00:02 AM,Position 2 for NE1485.,79,60
NE1486,2,1:00:02 AM,Position 2 for NE1486.,79,61
NE1487,2,1:00:02 AM,Position 2 for NE1487.,79,62
NE1488,2,1:00:02 AM,Position 2 for NE1488.,79,63
NE1489,2,1:00:02 AM,Position 2 for NE1489.,79,64
NE1490,2,1:00:02 AM,Position 2 for NE1490.,79,65
NE1491,2,1:00:02 AM,Position 2 for NE1491.,79,66
NE1492,2,1:00:02 AM,Position 2 for NE1492.,79,67
NE1493,2,1:00:02 AM,Position 2 for NE1493.,79,68
NE1494,2,1:00:02 AM,Position 2 for NE1494.,79,69
NE1495,2,1:00:02 AM,Position 2 for NE1495.,79,70
NE1496,2,1:00:02 AM,Position 2 for NE1496.,79,71
NE1497,2,1:00:02 AM,Position 2 for NE1497.,79,72
NE1498,2,1:00:02 AM,Position 2 for NE1498.,79,73
NE1499,2,1:00:02 AM,Position 2 for NE1499.,79,74
NE1500,2,1:00:02 AM,Position 2 for NE1500.,79,75
NE1501,2,1:00:02 AM,Position 2 for NE1501.,80,26
NE1502,2,1:00:02 AM,Position 2 for NE1502.,80,27
NE1503,2,1:00:02 AM,Position 2 for NE1503.,80,28
NE1504,2,1:00:02 AM,Position 2 for NE1504.,80,29
NE1505,2,1:00:02 AM,Position 2 for NE1505.,80,30
NE1506,2,1:00:02 AM,Position 2 for NE1506.,80,31
NE1507,2,1:00:02 AM,Position 2 for NE1507.,80,32
NE1508,2,1:00:02 AM,Position 2 for NE1508.,80,33
NE1509,2,1:00:02 AM,Position 2 for NE1509.,80,34
NE1510,2,1:00:02 AM,Position 2 for NE1510.,80,35
NE1511,2,1:00:02 AM,Position 2 for NE1511.,80,36
NE1512,2,1:00:02 AM,Position 2 for NE1512.,80,37
NE1513,2,1:00:02 AM,Position 2 for NE1513.,80,38
NE1514,2,1:00:02 AM,Position 2 for NE1514.,80,39
NE1515,2,1:00:02 AM,Position 2 for NE1515.,80,40
NE1516,2,1:00:02 AM,Position 2 for NE1516.,80,41
NE1517,2,1:00:02 AM,Position 2 for NE1517.,80,42
NE1518,2,1:00:02 AM,Position 2 for NE1518.,80,43
NE1519,2,1:00:02 AM,Position 2 for NE1519.,80,44
NE1520,2,1:00:02 AM,Position 2 for NE1520.,80,45
NE1521,2,1:00:02 AM,Position 2 for NE1521.,80,46
NE1522,2,1:00:02 AM,Position 2 for NE1522.,80,47
NE1523,2,1:00:02 AM,Position 2 for NE1523.,80,48
NE1524,2,1:00:02 AM,Position 2 for NE1524.,80,49
NE1525,2,1:00:02 AM,Position 2 for NE1525.,80,50
NE1526,2,1:00:02 AM,Position 2 for NE1526.,80,51
NE1527,2,1:00:02 AM,Position 2 for NE1527.,80,52
NE1528,2,1:00:02 AM,Position 2 for NE1528.,80,53
NE1529,2,1:00:02 AM,Position 2 for NE1529.,80,54
NE1530,2,1:00:02 AM,Position 2 for NE1530.,80,55
NE1531,2,1:00:02 AM,Position 2 for NE1531.,80,56
NE1532,2,1:00:02 AM,Position 2 for NE1532.,80,57
NE1533,2,1:00:02 AM,Position 2 for NE1533.,80,58
NE1534,2,1:00:02 AM,Position 2 for NE1534.,80,59
NE1535,2,1:00:02 AM,Position 2 for NE1535.,80,60
NE1536,2,1:00:02 AM,Position 2 for NE1536.,80,61
NE1537,2,1:00:02 AM,Position 2 for NE1537.,80,62
NE1538,2,1:00:02 AM,Position 2 for NE1538.,80,63
NE1539,2,1:00:02 AM,Position 2 for NE1539.,80,64
NE1540,2,1:00:02 AM,Position 2 for NE1540.,80,65
NE1541,2,1:00:02 AM,Position 2 for NE1541.,80,66
NE1542,2,1:00:02 AM,Position 2 for NE1542.,80,67
NE1543,2,1:00:02 AM,Position 2 for NE1543.,80,68
NE1544,2,1:00:02 AM,Position 2 for NE1544.,80,69
NE1545,2,1:00:02 AM,Position 2 for NE1545.,80,70
NE1546,2,1:00:02 AM,Position 2 for NE1546.,80,71
NE1547,2,1:00:02 AM,Position 2 for NE1547.,80,72
NE1548,2,1:00:02 AM,Position 2 for NE1548.,80,73
NE1549,2,1:00:02 AM,Position 2 for NE1549.,80,74
NE1550,2,1:00:02 AM,Position 2 for NE1550.,80,75
NE1551,2,1:00:02 AM,Position 2 for NE1551.,81,26
NE1552,2,1:00:02 AM,Position 2 for NE1552.,81,27
NE1553,2,1:00:02 AM,Position 2 for NE1553.,81,28
NE1554,2,1:00:02 AM,Position 2 for NE1554.,81,29
NE1555,2,1:00:02 AM,Position 2 for NE1555.,81,30
NE1556,2,1:00:02 AM,Position 2 for NE1556.,81,31
NE1557,2,1:00:02 AM,Position 2 for NE1557.,81,32
NE1558,2,1:00:02 AM,Position 2 for NE1558.,81,33
NE1559,2,1:00:02 AM,Position 2 for NE1559.,81,34
NE1560,2,1:00:02 AM,Position 2 for NE1560.,81,35
NE1561,2,1:00:02 AM,Position 2 for NE1561.,81,36
NE1562,2,1:00:02 AM,Position 2 for NE1562.,81,37
NE1563,2,1:00:02 AM,Position 2 for NE1563.,81,38
NE1564,2,1:00:02 AM,Position 2 for NE1564.,81,39
NE1565,2,1:00:02 AM,Position 2 for NE1565.,81,40
NE1566,2,1:00:02 AM,Position 2 for NE1566.,81,41
NE1567,2,1:00:02 AM,Position 2 for NE1567.,81,42
NE1568,2,1:00:02 AM,Position 2 for NE1568.,81,43
NE1569,2,1:00:02 AM,Position 2 for NE1569.,81,44
NE1570,2,1:00:02 AM,Position 2 for NE1570.,81,45
NE1571,2,1:00:02 AM,Position 2 for NE1571.,81,46
NE1572,2,1:00:02 AM,Position 2 for NE1572.,81,47
NE1573,2,1:00:02 AM,Position 2 for NE1573.,81,48
NE1574,2,1:00:02 AM,Position 2 for NE1574.,81,49
NE1575,2,1:00:02 AM,Position 2 for NE1575.,81,50
NE1576,2,1:00:02 AM,Position 2 for NE1576.,81,51
NE1577,2,1:00:02 AM,Position 2 for NE1577.,81,52
NE1578,2,1:00:02 AM,Position 2 for NE1578.,81,53
NE1579,2,1:00:02 AM,Position 2 for NE1579.,81,54
NE1580,2,1:00:02 AM,Position 2 for NE1580.,81,55
NE1581,2,1:00:02 AM,Position 2 for NE1581.,81,56
NE1582,2,1:00:02 AM,Position 2 for NE1582.,81,57
NE1583,2,1:00:02 AM,Position 2 for NE1583.,81,58
NE1584,2,1:00:02 AM,Position 2 for NE1584.,81,59
NE1585,2,1:00:02 AM,Position 2 for NE1585.,81,60
NE1586,2,1:00:02 AM,Position 2 for NE1586.,81,61
NE1587,2,1:00:02 AM,Position 2 for NE1587.,81,62
NE1588,2,1:00:02 AM,Position 2 for NE1588.,81,63
NE1589,2,1:00:02 AM,Position 2 for NE1589.,81,64
NE1590,2,1:00:02 AM,Position 2 for NE1590.,81,65
NE1591,2,1:00:02 AM,Position 2 for NE1591.,81,66
NE1592,2,1:00:02 AM,Position 2 for NE1592.,81,67
NE1593,2,1:00:02 AM,Position 2 for NE1593.,81,68
NE1594,2,1:00:02 AM,Position 2 for NE1594.,81,69
NE1595,2,1:00:02 AM,Position 2 for NE1595.,81,70
NE1596,2,1:00:02 AM,Position 2 for NE1596.,81,71
NE1597,2,1:00:02 AM,Position 2 for NE1597.,81,72
NE1598,2,1:00:02 AM,Position 2 for NE1598.,81,73
NE1599,2,1:00:02 AM,Position 2 for NE1599.,81,74
NE1600,2,1:00:02 AM,Position 2 for NE1600.,81,75
NE1601,2,1:00:02 AM,Position 2 for NE1601.,82,26
NE1602,2,1:00:02 AM,Position 2 for NE1602.,82,27
NE1603,2,1:00:02 AM,Position 2 for NE1603.,82,28
NE1604,2,1:00:02 AM,Position 2 for NE1604.,82,29
NE1605,2,1:00:02 AM,Position 2 for NE1605.,82,30
NE1606,2,1:00:02 AM,Position 2 for NE1606.,82,31
NE1607,2,1:00:02 AM,Position 2 for NE1607.,82,32
NE1608,2,1:00:02 AM,Position 2 for NE1608.,82,33
NE1609,2,1:00:02 AM,Position 2 for NE1609.,82,34
NE1610,2,1:00:02 AM,Position 2 for NE1610.,82,35
NE1611,2,1:00:02 AM,Position 2 for NE1611.,82,36
NE1612,2,1:00:02 AM,Position 2 for NE1612.,82,37
NE1613,2,1:00:02 AM,Position 2 for NE1613.,82,38
NE1614,2,1:00:02 AM,Position 2 for NE1614.,82,39
NE1615,2,1:00:02 AM,Position 2 for NE1615.,82,40
NE1616,2,1:00:02 AM,Position 2 for NE1616.,82,41
NE1617,2,1:00:02 AM,Position 2 for NE1617.,82,42
NE1618,2,1:00:02 AM,Position 2 for NE1618.,82,43
NE1619,2,1:00:02 AM,Position 2 for NE1619.,82,44
NE1620,2,1:00:02 AM,Position 2 for NE1620.,82,45
NE1621,2,1:00:02 AM,Position 2 for NE1621.,82,46
NE1622,2,1:00:02 AM,Position 2 for NE1622.,82,47
NE1623,2,1:00:02 AM,Position 2 for NE1623.,82,48
NE1624,2,1:00:02 AM,Position 2 for NE1624.,82,49
NE1625,2,1:00:02 AM,Position 2 for NE1625.,82,50
NE1626,2,1:00:02 AM,Position 2 for NE1626.,82,51
NE1627,2,1:00:02 AM,Position 2 for NE1627.,82,52
NE1628,2,1:00:02 AM,Position 2 for NE1628.,82,53
NE1629,2,1:00:02 AM,Position 2 for NE1629.,82,54
NE1630,2,1:00:02 AM,Position 2 for NE1630.,82,55
NE1631,2,1:00:02 AM,Position 2 for NE1631.,82,56
NE1632,2,1:00:02 AM,Position 2 for NE1632.,82,57
NE1633,2,1:00:02 AM,Position 2 for NE1633.,82,58
NE1634,2,1:00:02 AM,Position 2 for NE1634.,82,59
NE1635,2,1:00:02 AM,Position 2 for NE1635.,82,60
NE1636,2,1:00:02 AM,Position 2 for NE1636.,82,61
NE1637,2,1:00:02 AM,Position 2 for NE1637.,82,62
NE1638,2,1:00:02 AM,Position 2 for NE1638.,82,63
NE1639,2,1:00:02 AM,Position 2 for NE1639.,82,64
NE1640,2,1:00:02 AM,Position 2 for NE1640.,82,65
NE1641,2,1:00:02 AM,Position 2 for NE1641.,82,66
NE1642,2,1:00:02 AM,Position 2 for NE1642.,82,67
NE1643,2,1:00:02 AM,Position 2 for NE1643.,82,68
NE1644,2,1:00:02 AM,Position 2 for NE1644.,82,69
NE1645,2,1:00:02 AM,Position 2 for NE1645.,82,70
NE1646,2,1:00:02 AM,Position 2 for NE1646.,82,71
NE1647,2,1:00:02 AM,Position 2 for NE1647.,82,72
NE1648,2,1:00:02 AM,Position 2 for NE1648.,82,73
NE1649,2,1:00:02 AM,Position 2 for NE1649.,82,74
NE1650,2,1:00:02 AM,Position 2 for NE1650.,82,75
NE1651,2,1:00:02 AM,Position 2 for NE1651.,83,26
NE1652,2,1:00:02 AM,Position 2 for NE1652.,83,27
NE1653,2,1:00:02 AM,Position 2 for NE1653.,83,28
NE1654,2,1:00:02 AM,Position 2 for NE1654.,83,29
NE1655,2,1:00:02 AM,Position 2 for NE1655.,83,30
NE1656,2,1:00:02 AM,Position 2 for NE1656.,83,31
NE1657,2,1:00:02 AM,Position 2 for NE1657.,83,32
NE1658,2,1:00:02 AM,Position 2 for NE1658.,83,33
NE1659,2,1:00:02 AM,Position 2 for NE1659.,83,34
NE1660,2,1:00:02 AM,Position 2 for NE1660.,83,35
NE1661,2,1:00:02 AM,Position 2 for NE1661.,83,36
NE1662,2,1:00:02 AM,Position 2 for NE1662.,83,37
NE1663,2,1:00:02 AM,Position 2 for NE1663.,83,38
NE1664,2,1:00:02 AM,Position 2 for NE1664.,83,39
NE1665,2,1:00:02 AM,Position 2 for NE1665.,83,40
NE1666,2,1:00:02 AM,Position 2 for NE1666.,83,41
NE1667,2,1:00:02 AM,Position 2 for NE1667.,83,42
NE1668,2,1:00:02 AM,Position 2 for NE1668.,83,43
NE1669,2,1:00:02 AM,Position 2 for NE1669.,83,44
NE1670,2,1:00:02 AM,Position 2 for NE1670.,83,45
NE1671,2,1:00:02 AM,Position 2 for NE1671.,83,46
NE1672,2,1:00:02 AM,Position 2 for NE1672.,83,47
NE1673,2,1:00:02 AM,Position 2 for NE1673.,83,48
NE1674,2,1:00:02 AM,Position 2 for NE1674.,83,49
NE1675,2,1:00:02 AM,Position 2 for NE1675.,83,50
NE1676,2,1:00:02 AM,Position 2 for NE1676.,83,51
NE1677,2,1:00:02 AM,Position 2 for NE1677.,83,52
NE1678,2,1:00:02 AM,Position 2 for NE1678.,83,53
NE1679,2,1:00:02 AM,Position 2 for NE1679.,83,54
NE1680,2,1:00:02 AM,Position 2 for NE1680.,83,55
NE1681,2,1:00:02 AM,Position 2 for NE1681.,83,56
NE1682,2,1:00:02 AM,Position 2 for NE1682.,83,57
NE1683,2,1:00:02 AM,Position 2 for NE1683.,83,58
NE1684,2,1:00:02 AM,Position 2 for NE1684.,83,59
NE1685,2,1:00:02 AM,Position 2 for NE1685.,83,60
NE1686,2,1:00:02 AM,Position 2 for NE1686.,83,61
NE1687,2,1:00:02 AM,Position 2 for NE1687.,83,62
NE1688,2,1:00:02 AM,Position 2 for NE1688.,83,63
NE1689,2,1:00:02 AM,Position 2 for NE1689.,83,64
NE1690,2,1:00:02 AM,Position 2 for NE1690.,83,65
NE1691,2,1:00:02 AM,Position 2 for NE1691.,83,66
NE1692,2,1:00:02 AM,Position 2 for NE1692.,83,67
NE1693,2,1:00:02 AM,Position 2 for NE1693.,83,68
NE1694,2,1:00:02 AM,Position 2 for NE1694.,83,69
NE1695,2,1:00:02 AM,Position 2 for NE1695.,83,70
NE1696,2,1:00:02 AM,Position 2 for NE1696.,83,71
NE1697,2,1:00:02 AM,Position 2 for NE1697.,83,72
NE1698,2,1:00:02 AM,Position 2 for NE1698.,83,73
NE1699,2,1:00:02 AM,Position 2 for NE1699.,83,74
NE1700,2,1:00:02 AM,Position 2 for NE1700.,83,75
NE1701,2,1:00:02 AM,Position 2 for NE1701.,84,26
NE1702,2,1:00:02 AM,Position 2 for NE1702.,84,27
NE1703,2,1:00:02 AM,Position 2 for NE1703.,84,28
NE1704,2,1:00:02 AM,Position 2 for NE1704.,84,29
NE1705,2,1:00:02 AM,Position 2 for NE1705.,84,30
NE1706,2,1:00:02 AM,Position 2 for NE1706.,84,31
NE1707,2,1:00:02 AM,Position 2 for NE1707.,84,32
NE1708,2,1:00:02 AM,Position 2 for NE1708.,84,33
NE1709,2,1:00:02 AM,Position 2 for NE1709.,84,34
NE1710,2,1:00:02 AM,Position 2 for NE1710.,84,35
NE1711,2,1:00:02 AM,Position 2 for NE1711.,84,36
NE1712,2,1:00:02 AM,Position 2 for NE1712.,84,37
NE1713,2,1:00:02 AM,Position 2 for NE1713.,84,38
NE1714,2,1:00:02 AM,Position 2 for NE1714.,84,39
NE1715,2,1:00:02 AM,Position 2 for NE1715.,84,40
NE1716,2,1:00:02 AM,Position 2 for NE1716.,84,41
NE1717,2,1:00:02 AM,Position 2 for NE1717.,84,42
NE1718,2,1:00:02 AM,Position 2 for NE1718.,84,43
NE1719,2,1:00:02 AM,Position 2 for NE1719.,84,44
NE1720,2,1:00:02 AM,Position 2 for NE1720.,84,45
NE1721,2,1:00:02 AM,Position 2 for NE1721.,84,46
NE1722,2,1:00:02 AM,Position 2 for NE1722.,84,47
NE1723,2,1:00:02 AM,Position 2 for NE1723.,84,48
NE1724,2,1:00:02 AM,Position 2 for NE1724.,84,49
NE1725,2,1:00:02 AM,Position 2 for NE1725.,84,50
NE1726,2,1:00:02 AM,Position 2 for NE1726.,84,51
NE1727,2,1:00:02 AM,Position 2 for NE1727.,84,52
NE1728,2,1:00:02 AM,Position 2 for NE1728.,84,53
NE1729,2,1:00:02 AM,Position 2 for NE1729.,84,54
NE1730,2,1:00:02 AM,Position 2 for NE1730.,84,55
NE1731,2,1:00:02 AM,Position 2 for NE1731.,84,56
NE1732,2,1:00:02 AM,Position 2 for NE1732.,84,57
NE1733,2,1:00:02 AM,Position 2 for NE1733.,84,58
NE1734,2,1:00:02 AM,Position 2 for NE1734.,84,59
NE1735,2,1:00:02 AM,Position 2 for NE1735.,84,60
NE1736,2,1:00:02 AM,Position 2 for NE1736.,84,61
NE1737,2,1:00:02 AM,Position 2 for NE1737.,84,62
NE1738,2,1:00:02 AM,Position 2 for NE1738.,84,63
NE1739,2,1:00:02 AM,Position 2 for NE1739.,84,64
NE1740,2,1:00:02 AM,Position 2 for NE1740.,84,65
NE1741,2,1:00:02 AM,Position 2 for NE1741.,84,66
NE1742,2,1:00:02 AM,Position 2 for NE1742.,84,67
NE1743,2,1:00:02 AM,Position 2 for NE1743.,84,68
NE1744,2,1:00:02 AM,Position 2 for NE1744.,84,69
NE1745,2,1:00:02 AM,Position 2 for NE1745.,84,70
NE1746,2,1:00:02 AM,Position 2 for NE1746.,84,71
NE1747,2,1:00:02 AM,Position 2 for NE1747.,84,72
NE1748,2,1:00:02 AM,Position 2 for NE1748.,84,73
NE1749,2,1:00:02 AM,Position 2 for NE1749.,84,74
NE1750,2,1:00:02 AM,Position 2 for NE1750.,84,75
NE1751,2,1:00:02 AM,Position 2 for NE1751.,85,26
NE1752,2,1:00:02 AM,Position 2 for NE1752.,85,27
NE1753,2,1:00:02 AM,Position 2 for NE1753.,85,28
NE1754,2,1:00:02 AM,Position 2 for NE1754.,85,29
NE1755,2,1:00:02 AM,Position 2 for NE1755.,85,30
NE1756,2,1:00:02 AM,Position 2 for NE1756.,85,31
NE1757,2,1:00:02 AM,Position 2 for NE1757.,85,32
NE1758,2,1:00:02 AM,Position 2 for NE1758.,85,33
NE1759,2,1:00:02 AM,Position 2 for NE1759.,85,34
NE1760,2,1:00:02 AM,Position 2 for NE1760.,85,35
NE1761,2,1:00:02 AM,Position 2 for NE1761.,85,36
NE1762,2,1:00:02 AM,Position 2 for NE1762.,85,37
NE1763,2,1:00:02 AM,Position 2 for NE1763.,85,38
NE1764,2,1:00:02 AM,Position 2 for NE1764.,85,39
NE1765,2,1:00:02 AM,Position 2 for NE1765.,85,40
NE1766,2,1:00:02 AM,Position 2 for NE1766.,85,41
NE1767,2,1:00:02 AM,Position 2 for NE1767.,85,42
NE1768,2,1:00:02 AM,Position 2 for NE1768.,85,43
NE1769,2,1:00:02 AM,Position 2 for NE1769.,85,44
NE1770,2,1:00:02 AM,Position 2 for NE1770.,85,45
NE1771,2,1:00:02 AM,Position 2 for NE1771.,85,46
NE1772,2,1:00:02 AM,Position 2 for NE1772.,85,47
NE1773,2,1:00:02 AM,Position 2 for NE1773.,85,48
NE1774,2,1:00:02 AM,Position 2 for NE1774.,85,49
NE1775,2,1:00:02 AM,Position 2 for NE1775.,85,50
NE1776,2,1:00:02 AM,Position 2 for NE1776.,85,51
NE1777,2,1:00:02 AM,Position 2 for NE1777.,85,52
NE1778,2,1:00:02 AM,Position 2 for NE1778.,85,53
NE1779,2,1:00:02 AM,Position 2 for NE1779.,85,54
NE1780,2,1:00:02 AM,Position 2 for NE1780.,85,55
NE1781,2,1:00:02 AM,Position 2 for NE1781.,85,56
NE1782,2,1:00:02 AM,Position 2 for NE1782.,85,57
NE1783,2,1:00:02 AM,Position 2 for NE1783.,85,58
NE1784,2,1:00:02 AM,Position 2 for NE1784.,85,59
NE1785,2,1:00:02 AM,Position 2 for NE1785.,85,60
NE1786,2,1:00:02 AM,Position 2 for NE1786.,85,61
NE1787,2,1:00:02 AM,Position 2 for NE1787.,85,62
NE1788,2,1:00:02 AM,Position 2 for NE1788.,85,63
NE1789,2,1:00:02 AM,Position 2 for NE1789.,85,64
NE1790,2,1:00:02 AM,Position 2 for NE1790.,85,65
NE1791,2,1:00:02 AM,Position 2 for NE1791.,85,66
NE1792,2,1:00:02 AM,Position 2 for NE1792.,85,67
NE1793,2,1:00:02 AM,Position 2 for NE1793.,85,68
NE1794,2,1:00:02 AM,Position 2 for NE1794.,85,69
NE1795,2,1:00:02 AM,Position 2 for NE1795.,85,70
NE1796,2,1:00:02 AM,Position 2 for NE1796.,85,71
NE1797,2,1:00:02 AM,Position 2 for NE1797.,85,72
NE1798,2,1:00:02 AM,Position 2 for NE1798.,85,73
NE1799,2,1:00:02 AM,Position 2 for NE1799.,85,74
NE1800,2,1:00:02 AM,Position 2 for NE1800.,85,75
NE1801,2,1:00:02 AM,Position 2 for NE1801.,86,26
NE1802,2,1:00:02 AM,Position 2 for NE1802.,86,27
NE1803,2,1:00:02 AM,Position 2 for NE1803.,86,28
NE1804,2,1:00:02 AM,Position 2 for NE1804.,86,29
NE1805,2,1:00:02 AM,Position 2 for NE1805.,86,30
NE1806,2,1:00:02 AM,Position 2 for NE1806.,86,31
NE1807,2,1:00:02 AM,Position 2 for NE1807.,86,32
NE1808,2,1:00:02 AM,Position 2 for NE1808.,86,33
NE1809,2,1:00:02 AM,Position 2 for NE1809.,86,34
NE1810,2,1:00:02 AM,Position 2 for NE1810.,86,35
NE1811,2,1:00:02 AM,Position 2 for NE1811.,86,36
NE1812,2,1:00:02 AM,Position 2 for NE1812.,86,37
NE1813,2,1:00:02 AM,Position 2 for NE1813.,86,38
NE1814,2,1:00:02 AM,Position 2 for NE1814.,86,39
NE1815,2,1:00:02 AM,Position 2 for NE1815.,86,40
NE1816,2,1:00:02 AM,Position 2 for NE1816.,86,41
NE1817,2,1:00:02 AM,Position 2 for NE1817.,86,42
NE1818,2,1:00:02 AM,Position 2 for NE1818.,86,43
NE1819,2,1:00:02 AM,Position 2 for NE1819.,86,44
NE1820,2,1:00:02 AM,Position 2 for NE1820.,86,45
NE1821,2,1:00:02 AM,Position 2 for NE1821.,86,46
NE1822,2,1:00:02 AM,Position 2 for NE1822.,86,47
NE1823,2,1:00:02 AM,Position 2 for NE1823.,86,48
NE1824,2,1:00:02 AM,Position 2 for NE1824.,86,49
NE1825,2,1:00:02 AM,Position 2 for NE1825.,86,50
NE1826,2,1:00:02 AM,Position 2 for NE1826.,86,51
NE1827,2,1:00:02 AM,Position 2 for NE1827.,86,52
NE1828,2,1:00:02 AM,Position 2 for NE1828.,86,53
NE1829,2,1:00:02 AM,Position 2 for NE1829.,86,54
NE1830,2,1:00:02 AM,Position 2 for NE1830.,86,55
NE1831,2,1:00:02 AM,Position 2 for NE1831.,86,56
NE1832,2,1:00:02 AM,Position 2 for NE1832.,86,57
NE1833,2,1:00:02 AM,Position 2 for NE1833.,86,58
NE1834,2,1:00:02 AM,Position 2 for NE1834.,86,59
NE1835,2,1:00:02 AM,Position 2 for NE1835.,86,60
NE1836,2,1:00:02 AM,Position 2 for NE1836.,86,61
NE1837,2,1:00:02 AM,Position 2 for NE1837.,86,62
NE1838,2,1:00:02 AM,Position 2 for NE1838.,86,63
NE1839,2,1:00:02 AM,Position 2 for NE1839.,86,64
NE1840,2,1:00:02 AM,Position 2 for NE1840.,86,65
NE1841,2,1:00:02 AM,Position 2 for NE1841.,86,66
NE1842,2,1:00:02 AM,Position 2 for NE1842.,86,67
NE1843,2,1:00:02 AM,Position 2 for NE1843.,86,68
NE1844,2,1:00:02 AM,Position 2 for NE1844.,86,69
NE1845,2,1:00:02 AM,Position 2 for NE1845.,86,70
NE1846,2,1:00:02 AM,Position 2 for NE1846.,86,71
NE1847,2,1:00:02 AM,Position 2 for NE1847.,86,72
NE1848,2,1:00:02 AM,Position 2 for NE1848.,86,73
NE1849,2,1:00:02 AM,Position 2 for NE1849.,86,74
NE1850,2,1:00:02 AM,Position 2 for NE1850.,86,75
NE1851,2,1:00:02 AM,Position 2 for NE1851.,87,26
NE1852,2,1:00:02 AM,Position 2 for NE1852.,87,27
NE1853,2,1:00:02 AM,Position 2 for NE1853.,87,28
NE1854,2,1:00:02 AM,Position 2 for NE1854.,87,29
NE1855,2,1:00:02 AM,Position 2 for NE1855.,87,30
NE1856,2,1:00:02 AM,Position 2 for NE1856.,87,31
NE1857,2,1:00:02 AM,Position 2 for NE1857.,87,32
NE1858,2,1:00:02 AM,Position 2 for NE1858.,87,33
NE1859,2,1:00:02 AM,Position 2 for NE1859.,87,34
NE1860,2,1:00:02 AM,Position 2 for NE1860.,87,35
NE1861,2,1:00:02 AM,Position 2 for NE1861.,87,36
NE1862,2,1:00:02 AM,Position 2 for NE1862.,87,37
NE1863,2,1:00:02 AM,Position 2 for NE1863.,87,38
NE1864,2,1:00:02 AM,Position 2 for NE1864.,87,39
NE1865,2,1:00:02 AM,Position 2 for NE1865.,87,40
NE1866,2,1:00:02 AM,Position 2 for NE1866.,87,41
NE1867,2,1:00:02 AM,Position 2 for NE1867.,87,42
NE1868,2,1:00:02 AM,Position 2 for NE1868.,87,43
NE1869,2,1:00:02 AM,Position 2 for NE1869.,87,44
NE1870,2,1:00:02 AM,Position 2 for NE1870.,87,45
NE1871,2,1:00:02 AM,Position 2 for NE1871.,87,46
NE1872,2,1:00:02 AM,Position 2 for NE1872.,87,47
NE1873,2,1:00:02 AM,Position 2 for NE1873.,87,48
NE1874,2,1:00:02 AM,Position 2 for NE1874.,87,49
NE1875,2,1:00:02 AM,Position 2 for NE1875.,87,50
NE1876,2,1:00:02 AM,Position 2 for NE1876.,87,51
NE1877,2,1:00:02 AM,Position 2 for NE1877.,87,52
NE1878,2,1:00:02 AM,Position 2 for NE1878.,87,53
NE1879,2,1:00:02 AM,Position 2 for NE1879.,87,54
NE1880,2,1:00:02 AM,Position 2 for NE1880.,87,55
NE1881,2,1:00:02 AM,Position 2 for NE1881.,87,56
NE1882,2,1:00:02 AM,Position 2 for NE1882.,87,57
NE1883,2,1:00:02 AM,Position 2 for NE1883.,87,58
NE1884,2,1:00:02 AM,Position 2 for NE1884.,87,59
NE1885,2,1:00:02 AM,Position 2 for NE1885.,87,60
NE1886,2,1:00:02 AM,Position 2 for NE1886.,87,61
NE1887,2,1:00:02 AM,Position 2 for NE1887.,87,62
NE1888,2,1:00:02 AM,Position 2 for NE1888.,87,63
NE1889,2,1:00:02 AM,Position 2 for NE1889.,87,64
NE1890,2,1:00:02 AM,Position 2 for NE1890.,87,65
