OID_,trackField,countryCode,sequence,longitude,latitude
15295,UZ,26,295,64.75027309,38.94683422
16295,RU,27,295,66.84762623,49.1464272
17295,YE,28,295,39.65857915,12.36136876
18295,MU,29,295,54.14432902,20.79518178
19295,PK,30,295,68.5327542,28.7370459
296,UK,11,296,-10.81343215,51.48404394
1296,NO,12,296,6.2193866,58.32678989
2296,FI,13,296,20.33681268,58.63960929
3296,ES,14,296,-8.28217188,38.03888457
4296,FR,15,296,-2.22071148,46.78528238
5296,DE,16,296,8.80369838,50.63190915
6296,BY,17,296,23.02082486,52.04851981
7296,IT,18,296,7.92960065,39.58280847
8296,MD,19,296,24.28694345,44.74359381
9296,LY,20,296,8.47043278,30.17309623
10296,GR,21,296,19.15413621,35.57070719
11296,EG,22,296,26.7256125,27.42590572
12296,GE,23,296,40.21270007,39.40860184
13296,KW,24,296,43.30856201,26.6190111
14296,TM,25,296,53.84635474,35.50585578
15296,UZ,26,296,64.73093696,38.96909964
16296,RU,27,296,66.8282901,49.16515347
17296,YE,28,296,39.63924302,12.38933669
18296,MU,29,296,54.12499289,20.82194735
19296,PK,30,296,68.51341807,28.76214952
297,UK,11,297,-10.83258818,51.50194651
1297,NO,12,297,6.20023058,58.34188466
2297,FI,13,297,20.31765665,58.65457025
3297,ES,14,297,-8.30132791,38.06152755
4297,FR,15,297,-2.23986751,46.80496766
5297,DE,16,297,8.78454236,50.6501443
6297,BY,17,297,23.00166883,52.06619988
7297,IT,18,297,7.91044462,39.6049658
8297,MD,19,297,24.26778743,44.76401317
9297,LY,20,297,8.45127676,30.19795128
10297,GR,21,297,19.13498019,35.59409227
11297,EG,22,297,26.70645647,27.45142508
12297,GE,23,297,40.19354405,39.43081478
13297,KW,24,297,43.28940598,26.64471449
14297,TM,25,297,53.82719872,35.52925978
15297,UZ,26,297,64.71178093,38.99145196
16297,RU,27,297,66.80913408,49.18395162
17297,YE,28,297,39.62008699,12.41741961
18297,MU,29,297,54.10583686,20.84882106
19297,PK,30,297,68.49426205,28.78735299
298,UK,11,298,-10.85156334,51.51991651
1298,NO,12,298,6.18125541,58.35703577
2298,FI,13,298,20.29868149,58.66958702
3298,ES,14,298,-8.32030307,38.08425771
4298,FR,15,298,-2.25884267,46.82472763
5298,DE,16,298,8.7655672,50.66844823
6298,BY,17,298,22.98269367,52.08394649
7298,IT,18,298,7.89146946,39.62720822
8298,MD,19,298,24.24881226,44.78451026
9298,LY,20,298,8.4323016,30.22290347
10298,GR,21,298,19.11600503,35.6175678
11298,EG,22,298,26.68748131,27.4770447
12298,GE,23,298,40.17456888,39.45311304
13298,KW,24,298,43.27043082,26.67051904
14298,TM,25,298,53.80822356,35.55275432
15298,UZ,26,298,64.69280577,39.01389021
16298,RU,27,298,66.79015892,49.20282083
17298,YE,28,298,39.60111183,12.44561636
18298,MU,29,298,54.0868617,20.87580179
19298,PK,30,298,68.47528689,28.81265522
299,UK,11,299,-10.87035689,51.53795315
1299,NO,12,299,6.16246186,58.37224254
2299,FI,13,299,20.27988794,58.68465894
3299,ES,14,299,-8.33909662,38.10707409
4299,FR,15,299,-2.27763622,46.84456141
5299,DE,16,299,8.74677364,50.68682013
6299,BY,17,299,22.96390012,52.10175886
7299,IT,18,299,7.87267591,39.64953475
8299,MD,19,299,24.23001871,44.80508417
9299,LY,20,299,8.41350804,30.24795172
10299,GR,21,299,19.09721147,35.64113278
11299,EG,22,299,26.66868776,27.5027635
12299,GE,23,299,40.15577533,39.47549567
13299,KW,24,299,43.25163727,26.69642365
14299,TM,25,299,53.78943001,35.57633838
15299,UZ,26,299,64.67401222,39.03641341
16299,RU,27,299,66.77136536,49.22176025
17299,YE,28,299,39.58231828,12.47392578
18299,MU,29,299,54.06806815,20.9028884
19299,PK,30,299,68.45649333,28.83805515
300,UK,11,300,-10.88896809,51.55605564
1300,NO,12,300,6.14385066,58.38750429
2300,FI,13,300,20.26127674,58.69978534
3300,ES,14,300,-8.35770782,38.12997568
4300,FR,15,300,-2.29624742,46.86446814
5300,DE,16,300,8.72816244,50.70525918
6300,BY,17,300,22.94528892,52.11963619
7300,IT,18,300,7.85406471,39.67194444
8300,MD,19,300,24.21140751,44.82573401
9300,LY,20,300,8.39489684,30.27309498
10300,GR,21,300,19.07860027,35.66478618
11300,EG,22,300,26.65007656,27.5285804
12300,GE,23,300,40.13716413,39.49796168
13300,KW,24,300,43.23302607,26.72242722
14300,TM,25,300,53.77081881,35.60001096
15300,UZ,26,300,64.65540102,39.0590206
16300,RU,27,300,66.75275416,49.24076907
17300,YE,28,300,39.56370708,12.50234672
18300,MU,29,300,54.04945695,20.93007978
19300,PK,30,300,68.43788213,28.86355168
301,UK,11,301,-10.90739621,51.57422317
1301,NO,12,301,6.12542255,58.40282035
2301,FI,13,301,20.24284862,58.71496554
3301,ES,14,301,-8.37613594,38.15296151
4301,FR,15,301,-2.31467554,46.88444694
5301,DE,16,301,8.70973433,50.72376458
6301,BY,17,301,22.9268608,52.13757771
7301,IT,18,301,7.83563659,39.69443631
8301,MD,19,301,24.1929794,44.84645887
9301,LY,20,301,8.37646873,30.29833217
10301,GR,21,301,19.06017216,35.688527
11301,EG,22,301,26.63164844,27.5544943
12301,GE,23,301,40.11873602,39.5205101
13301,KW,24,301,43.21459795,26.74852867
14301,TM,25,301,53.75239069,35.62377103
15301,UZ,26,301,64.6369729,39.08171078
16301,RU,27,301,66.73432605,49.25984644
17301,YE,28,301,39.54527896,12.53087801
18301,MU,29,301,54.03102883,20.95737478
19301,PK,30,301,68.41945402,28.88914375
302,UK,11,302,-10.92564051,51.59245495
1302,NO,12,302,6.10717824,58.41819004
2302,FI,13,302,20.22460431,58.73019886
3302,ES,14,302,-8.39438025,38.17603057
4302,FR,15,302,-2.33291985,46.90449694
5302,DE,16,302,8.69149002,50.7423355
6302,BY,17,302,22.90861649,52.15558262
7302,IT,18,302,7.81739229,39.71700938
8302,MD,19,302,24.17473509,44.86725785
9302,LY,20,302,8.35822442,30.32366221
10302,GR,21,302,19.04192785,35.7123542
11302,EG,22,302,26.61340414,27.58050409
12302,GE,23,302,40.10049171,39.54313996
13302,KW,24,302,43.19635365,26.77472687
14302,TM,25,302,53.73414638,35.64761756
15302,UZ,26,302,64.6187286,39.10448298
16302,RU,27,302,66.71608174,49.27899153
17302,YE,28,302,39.52703465,12.55951849
18302,MU,29,302,54.01278453,20.98477226
19302,PK,30,302,68.40120971,28.91483025
303,UK,11,303,-10.94370029,51.61075017
1303,NO,12,303,6.08911846,58.43361266
2303,FI,13,303,20.20654454,58.74548464
3303,ES,14,303,-8.41244002,38.19918187
4303,FR,15,303,-2.35097962,46.92461726
5303,DE,16,303,8.67343024,50.76097114
6303,BY,17,303,22.89055672,52.17365013
7303,IT,18,303,7.79933251,39.73966269
8303,MD,19,303,24.15667531,44.88813005
9303,LY,20,303,8.34016464,30.34908402
10303,GR,21,303,19.02386807,35.73626677
11303,EG,22,303,26.59534436,27.60660869
12303,GE,23,303,40.08243193,39.56585028
13303,KW,24,303,43.17829387,26.80102074
14303,TM,25,303,53.7160866,35.67154955
15303,UZ,26,303,64.60066882,39.12733621
16303,RU,27,303,66.69802196,49.29820348
17303,YE,28,303,39.50897488,12.58826697
18303,MU,29,303,53.99472475,21.01227108
19303,PK,30,303,68.38314993,28.94061011
304,UK,11,304,-10.96157483,51.62910803
1304,NO,12,304,6.07124392,58.44908755
2304,FI,13,304,20.18867,58.76082218
3304,ES,14,304,-8.43031456,38.22241441
4304,FR,15,304,-2.36885416,46.94480701
5304,DE,16,304,8.65555571,50.77967066
6304,BY,17,304,22.87268218,52.19177943
7304,IT,18,304,7.78145797,39.76239524
8304,MD,19,304,24.13880077,44.90907454
9304,LY,20,304,8.32229011,30.37459654
10304,GR,21,304,19.00599354,35.76026368
11304,EG,22,304,26.57746982,27.63280699
12304,GE,23,304,40.0645574,39.58864008
13304,KW,24,304,43.16041933,26.82740915
14304,TM,25,304,53.69821207,35.69556595
15304,UZ,26,304,64.58279428,39.15026949
16304,RU,27,304,66.68014743,49.31748147
17304,YE,28,304,39.49110034,12.61712229
18304,MU,29,304,53.97685021,21.03987009
19304,PK,30,304,68.3652754,28.96648223
305,UK,11,305,-10.97926342,51.64752771
1305,NO,12,305,6.05355533,58.464614
2305,FI,13,305,20.17098141,58.77621082
3305,ES,14,305,-8.44800315,38.24572719
4305,FR,15,305,-2.38654275,46.96506533
5305,DE,16,305,8.63786711,50.79843326
6305,BY,17,305,22.85499359,52.20996974
7305,IT,18,305,7.76376938,39.78520606
8305,MD,19,305,24.12111218,44.93009043
9305,LY,20,305,8.30460151,30.40019866
10305,GR,21,305,18.98830494,35.7843439
11305,EG,22,305,26.55978123,27.65909788
12305,GE,23,305,40.0468688,39.61150836
13305,KW,24,305,43.14273074,26.85389099
14305,TM,25,305,53.68052348,35.71966573
15305,UZ,26,305,64.56510569,39.17328183
16305,RU,27,305,66.66245883,49.33682465
17305,YE,28,305,39.47341175,12.64608327
18305,MU,29,305,53.95916162,21.06756814
19305,PK,30,305,68.3475868,28.9924455
306,UK,11,306,-10.99676537,51.66600842
1306,NO,12,306,6.03605338,58.48019135
2306,FI,13,306,20.15347946,58.79164987
3306,ES,14,306,-8.4655051,38.26911921
4306,FR,15,306,-2.4040447,46.98539132
5306,DE,16,306,8.62036516,50.8172581
6306,BY,17,306,22.83749164,52.22822025
7306,IT,18,306,7.74626743,39.80809416
8306,MD,19,306,24.10361023,44.95117679
9306,LY,20,306,8.28709956,30.42588931
10306,GR,21,306,18.97080299,35.80850639
11306,EG,22,306,26.54227928,27.68548024
12306,GE,23,306,40.02936685,39.63445415
13306,KW,24,306,43.12522879,26.88046515
14306,TM,25,306,53.66302152,35.74384787
15306,UZ,26,306,64.54760374,39.19637223
16306,RU,27,306,66.64495688,49.35623216
17306,YE,28,306,39.4559098,12.67514871
18306,MU,29,306,53.94165967,21.09536408
19306,PK,30,306,68.33008485,29.01849884
307,UK,11,307,-11.01407999,51.68454934
1307,NO,12,307,6.01873876,58.49581889
2307,FI,13,307,20.13616484,58.80713865
3307,ES,14,307,-8.48281972,38.29258946
4307,FR,15,307,-2.42135932,47.0057841
5307,DE,16,307,8.60305054,50.83614437
6307,BY,17,307,22.82017702,52.24653017
7307,IT,18,307,7.72895281,39.83105856
8307,MD,19,307,24.08629561,44.97233271
9307,LY,20,307,8.26978494,30.45166739
10307,GR,21,307,18.95348837,35.83275011
11307,EG,22,307,26.52496466,27.71195297
12307,GE,23,307,40.01205223,39.65747646
13307,KW,24,307,43.10791417,26.9071305
14307,TM,25,307,53.6457069,35.76811133
15307,UZ,26,307,64.53028912,39.2195397
16307,RU,27,307,66.62764226,49.37570316
17307,YE,28,307,39.43859518,12.70431743
18307,MU,29,307,53.92434505,21.12325674
19307,PK,30,307,68.31277023,29.04464114
308,UK,11,308,-11.0312066,51.70314966
1308,NO,12,308,6.00161216,58.51149594
2308,FI,13,308,20.11903823,58.82267647
3308,ES,14,308,-8.49994633,38.31613693
4308,FR,15,308,-2.43848593,47.02624278
5308,DE,16,308,8.58592394,50.85509124
6308,BY,17,308,22.80305041,52.26489869
7308,IT,18,308,7.7118262,39.85409826
8308,MD,19,308,24.06916901,44.99355727
9308,LY,20,308,8.25265834,30.47753182
10308,GR,21,308,18.93636177,35.85707405
11308,EG,22,308,26.50783805,27.73851495
12308,GE,23,308,39.99492563,39.68057429
13308,KW,24,308,43.09078756,26.93388592
14308,TM,25,308,53.6285803,35.79245507
15308,UZ,26,308,64.51316251,39.24278324
16308,RU,27,308,66.61051566,49.39523681
17308,YE,28,308,39.42146857,12.73358824
18308,MU,29,308,53.90721844,21.15124497
19308,PK,30,308,68.29564363,29.07087129
309,UK,11,309,-11.04814452,51.72180856
1309,NO,12,309,5.98467424,58.52722181
2309,FI,13,309,20.10210031,58.83826266
3309,ES,14,309,-8.51688425,38.33976061
4309,FR,15,309,-2.45542385,47.04676647
5309,DE,16,309,8.56898602,50.87409787
6309,BY,17,309,22.78611249,52.283325
7309,IT,18,309,7.69488828,39.87721228
8309,MD,19,309,24.05223109,45.01484955
9309,LY,20,309,8.23572042,30.50348148
10309,GR,21,309,18.91942385,35.88147714
11309,EG,22,309,26.49090013,27.76516505
12309,GE,23,309,39.97798771,39.70374666
13309,KW,24,309,43.07384965,26.96073029
14309,TM,25,309,53.61164238,35.81687804
15309,UZ,26,309,64.49622459,39.26610186
16309,RU,27,309,66.59357774,49.41483224
17309,YE,28,309,39.40453065,12.76295994
18309,MU,29,309,53.89028053,21.1793276
19309,PK,30,309,68.27870571,29.09718818
310,UK,11,310,-11.06489308,51.74052523
1310,NO,12,310,5.96792567,58.5429958
2310,FI,13,310,20.08535175,58.85389652
3310,ES,14,310,-8.53363281,38.36345949
4310,FR,15,310,-2.47217241,47.06735428
5310,DE,16,310,8.55223746,50.89316344
6310,BY,17,310,22.76936393,52.30180831
7310,IT,18,310,7.67813972,39.90039962
8310,MD,19,310,24.03548252,45.03620863
9310,LY,20,310,8.21897186,30.5295153
10310,GR,21,310,18.90267529,35.90595835
11310,EG,22,310,26.47415157,27.79190216
12310,GE,23,310,39.96123915,39.72699255
13310,KW,24,310,43.05710108,26.98766248
14310,TM,25,310,53.59489382,35.84137921
15310,UZ,26,310,64.47947603,39.28949454
16310,RU,27,310,66.57682918,49.4344886
17310,YE,28,310,39.38778209,12.79243133
18310,MU,29,310,53.87353196,21.20750346
19310,PK,30,310,68.26195715,29.12359071
311,UK,11,311,-11.08145163,51.75929886
1311,NO,12,311,5.95136713,58.55881722
2311,FI,13,311,20.0687932,58.86957737
3311,ES,14,311,-8.55019136,38.38723255
4311,FR,15,311,-2.48873096,47.08800531
5311,DE,16,311,8.53567891,50.91228713
6311,BY,17,311,22.75280538,52.32034779
7311,IT,18,311,7.66158117,39.92365928
8311,MD,19,311,24.01892398,45.05763358
9311,LY,20,311,8.20241331,30.55563215
10311,GR,21,311,18.88611674,35.93051663
11311,EG,22,311,26.45759302,27.81872514
12311,GE,23,311,39.9446806,39.75031098
13311,KW,24,311,43.04054254,27.01468134
14311,TM,25,311,53.57833527,35.86595753
15311,UZ,26,311,64.46291748,39.31296029
16311,RU,27,311,66.56027063,49.45420505
17311,YE,28,311,39.37122354,12.8220012
18311,MU,29,311,53.85697342,21.23577139
19311,PK,30,311,68.2453986,29.15007775
312,UK,11,312,-11.09781951,51.77812862
1312,NO,12,312,5.93499925,58.57468538
2312,FI,13,312,20.05242532,58.88530451
3312,ES,14,312,-8.56655924,38.41107876
4312,FR,15,312,-2.50509884,47.10871867
5312,DE,16,312,8.51931103,50.93146808
6312,BY,17,312,22.7364375,52.33894266
7312,IT,18,312,7.64521329,39.94699026
8312,MD,19,312,24.0025561,45.07912347
9312,LY,20,312,8.18604543,30.58183095
10312,GR,21,312,18.86974886,35.95515094
11312,EG,22,312,26.44122514,27.84563288
12312,GE,23,312,39.92831272,39.77370094
13312,KW,24,312,43.02417466,27.04178575
14312,TM,25,312,53.56196739,35.89061194
15312,UZ,26,312,64.4465496,39.3364981
16312,RU,27,312,66.54390275,49.47398071
17312,YE,28,312,39.35485566,12.85166835
18312,MU,29,312,53.84060554,21.26413019
19312,PK,30,312,68.22903072,29.17664819
313,UK,11,313,-11.11399607,51.79701369
1313,NO,12,313,5.91882268,58.59059958
2313,FI,13,313,20.03624876,58.90107727
3313,ES,14,313,-8.5827358,38.43499712
4313,FR,15,313,-2.5212754,47.12949347
5313,DE,16,313,8.50313446,50.95070548
6313,BY,17,313,22.72026094,52.35759209
7313,IT,18,313,7.62903673,39.97039157
8313,MD,19,313,23.98637953,45.10067738
9313,LY,20,313,8.16986886,30.60811057
10313,GR,21,313,18.85357229,35.97986022
11313,EG,22,313,26.42504858,27.87262423
12313,GE,23,313,39.91213615,39.79716143
13313,KW,24,313,43.00799809,27.06897457
14313,TM,25,313,53.54579082,35.9153414
15313,UZ,26,313,64.43037304,39.36010696
16313,RU,27,313,66.52772618,49.49381474
17313,YE,28,313,39.3386791,12.88143157
18313,MU,29,313,53.82442897,21.2925787
19313,PK,30,313,68.21285415,29.20330091
314,UK,11,314,-11.12998069,51.81595326
1314,NO,12,314,5.90283806,58.60655913
2314,FI,13,314,20.02026414,58.91689494
3314,ES,14,314,-8.59872042,38.4589866
4314,FR,15,314,-2.53726002,47.1503288
5314,DE,16,314,8.48714985,50.96999848
6314,BY,17,314,22.70427632,52.37629526
7314,IT,18,314,7.61305211,39.9938622
8314,MD,19,314,23.97039491,45.12229438
9314,LY,20,314,8.15388425,30.63446992
10314,GR,21,314,18.83758768,36.00464342
11314,EG,22,314,26.40906396,27.89969806
12314,GE,23,314,39.89615154,39.82069145
13314,KW,24,314,42.99201347,27.09624666
14314,TM,25,314,53.52980621,35.94014485
15314,UZ,26,314,64.41438842,39.38378586
16314,RU,27,314,66.51174157,49.51370627
17314,YE,28,314,39.32269448,12.91128963
18314,MU,29,314,53.80844435,21.32111574
19314,PK,30,314,68.19686954,29.23003479
315,UK,11,315,-11.14577273,51.83494649
1315,NO,12,315,5.88704603,58.62256332
2315,FI,13,315,20.0044721,58.93275683
3315,ES,14,315,-8.61451246,38.48304617
4315,FR,15,315,-2.55305206,47.17122376
5315,DE,16,315,8.47135781,50.98934624
6315,BY,17,315,22.68848428,52.39505138
7315,IT,18,315,7.59726007,40.01740114
8315,MD,19,315,23.95460288,45.14397354
9315,LY,20,315,8.13809221,30.66090787
10315,GR,21,315,18.82179564,36.02949949
11315,EG,22,315,26.39327192,27.92685324
12315,GE,23,315,39.8803595,39.84428998
13315,KW,24,315,42.97622144,27.12360087
14315,TM,25,315,53.51401417,35.96502124
15315,UZ,26,315,64.39859638,39.40753378
16315,RU,27,315,66.49594953,49.53365444
17315,YE,28,315,39.30690244,12.94124132
18315,MU,29,315,53.79265232,21.34974012
19315,PK,30,315,68.1810775,29.2568487
316,UK,11,316,-11.16137156,51.85399257
1316,NO,12,316,5.87144719,58.63861145
2316,FI,13,316,19.98887327,58.94866226
3316,ES,14,316,-8.63011129,38.5071748
4316,FR,15,316,-2.56865089,47.19217746
5316,DE,16,316,8.45575897,51.00874794
6316,BY,17,316,22.67288545,52.41385963
7316,IT,18,316,7.58166124,40.04100739
8316,MD,19,316,23.93900404,45.16571391
9316,LY,20,316,8.12249337,30.68742332
10316,GR,21,316,18.8061968,36.05442736
11316,EG,22,316,26.37767309,27.95408862
12316,GE,23,316,39.86476066,39.86795603
13316,KW,24,316,42.9606226,27.15103605
14316,TM,25,316,53.49841534,35.98996951
15316,UZ,26,316,64.38299755,39.43134971
16316,RU,27,316,66.48035069,49.55365838
17316,YE,28,316,39.29130361,12.97128543
18316,MU,29,316,53.77705348,21.37845064
19316,PK,30,316,68.16547866,29.2837415
317,UK,11,317,-11.17677658,51.87309067
1317,NO,12,317,5.85604218,58.65470283
2317,FI,13,317,19.97346825,58.96461052
3317,ES,14,317,-8.64551631,38.53137147
4317,FR,15,317,-2.58405591,47.21318898
5317,DE,16,317,8.44035396,51.02820271
6317,BY,17,317,22.65748043,52.43271918
7317,IT,18,317,7.56625622,40.06467994
8317,MD,19,317,23.92359902,45.18751457
9317,LY,20,317,8.10708836,30.71401514
10317,GR,21,317,18.79079179,36.07942599
11317,EG,22,317,26.36226807,27.98140306
12317,GE,23,317,39.84935565,39.89168856
13317,KW,24,317,42.94521758,27.17855106
14317,TM,25,317,53.48301032,36.0149886
15317,UZ,26,317,64.36759253,39.45523264
16317,RU,27,317,66.46494568,49.57371723
17317,YE,28,317,39.27589859,13.00142071
18317,MU,29,317,53.76164846,21.40724613
19317,PK,30,317,68.15007365,29.31071208
318,UK,11,318,-11.19198717,51.89223996
1318,NO,12,318,5.84083158,58.67083676
2318,FI,13,318,19.95825766,58.98060093
3318,ES,14,318,-8.66072691,38.55563515
4318,FR,15,318,-2.59926651,47.23425742
5318,DE,16,318,8.42514336,51.04770974
6318,BY,17,318,22.64226984,52.45162922
7318,IT,18,318,7.55104563,40.08841778
8318,MD,19,318,23.90838843,45.20937458
9318,LY,20,318,8.09187776,30.74068222
10318,GR,21,318,18.77558119,36.1044943
11318,EG,22,318,26.34705748,28.00879541
12318,GE,23,318,39.83414505,39.91548659
13318,KW,24,318,42.93000699,27.20614474
14318,TM,25,318,53.46779972,36.04007744
15318,UZ,26,318,64.35238194,39.47918154
16318,RU,27,318,66.44973508,49.59383012
17318,YE,28,318,39.26068799,13.03164595
18318,MU,29,318,53.74643787,21.43612539
19318,PK,30,318,68.13486305,29.3377593
319,UK,11,319,-11.20700275,51.91143961
1319,NO,12,319,5.82581601,58.68701253
2319,FI,13,319,19.94324208,58.99663277
3319,ES,14,319,-8.67574248,38.5799648
4319,FR,15,319,-2.61428208,47.25538187
5319,DE,16,319,8.41012779,51.06726816
6319,BY,17,319,22.62725426,52.47058893
7319,IT,18,319,7.53603005,40.11221989
8319,MD,19,319,23.89337286,45.231293
9319,LY,20,319,8.07686219,30.76742343
10319,GR,21,319,18.76056562,36.12963123
11319,EG,22,319,26.3320419,28.03626454
12319,GE,23,319,39.81912948,39.93934907
13319,KW,24,319,42.91499142,27.23381594
14319,TM,25,319,53.45278415,36.06523498
15319,UZ,26,319,64.33736636,39.50319539
16319,RU,27,319,66.43471951,49.61399619
17319,YE,28,319,39.24567242,13.0619599
18319,MU,29,319,53.7314223,21.46508721
19319,PK,30,319,68.11984748,29.36488202
320,UK,11,320,-11.2218227,51.9306888
1320,NO,12,320,5.81099605,58.70322943
2320,FI,13,320,19.92842213,59.01270537
3320,ES,14,320,-8.69056243,38.60435938
4320,FR,15,320,-2.62910204,47.27656143
5320,DE,16,320,8.39530783,51.08687714
6320,BY,17,320,22.61243431,52.4895975
7320,IT,18,320,7.5212101,40.13608527
8320,MD,19,320,23.8785529,45.25326888
9320,LY,20,320,8.06204223,30.79423765
10320,GR,21,320,18.74574566,36.15483573
11320,EG,22,320,26.31722195,28.06380928
12320,GE,23,320,39.80430952,39.96327502
13320,KW,24,320,42.90017146,27.2615635
14320,TM,25,320,53.43796419,36.09046014
15320,UZ,26,320,64.32254641,39.52727317
16320,RU,27,320,66.41989955,49.63421456
17320,YE,28,320,39.23085247,13.09236134
18320,MU,29,320,53.71660234,21.49413041
19320,PK,30,320,68.10502752,29.3920791
321,UK,11,321,-11.23644646,51.94998669
1321,NO,12,321,5.79637229,58.71948677
2321,FI,13,321,19.91379837,59.02881802
3321,ES,14,321,-8.70518619,38.62881787
4321,FR,15,321,-2.64372579,47.29779519
5321,DE,16,321,8.38068407,51.10653584
6321,BY,17,321,22.59781055,52.50865409
7321,IT,18,321,7.50658634,40.16001288
8321,MD,19,321,23.86392914,45.2753013
9321,LY,20,321,8.04741847,30.82112374
10321,GR,21,321,18.7311219,36.18010671
11321,EG,22,321,26.30259819,28.09142849
12321,GE,23,321,39.78968576,39.98726339
13321,KW,24,321,42.8855477,27.28938626
14321,TM,25,321,53.42334044,36.11575186
15321,UZ,26,321,64.30792265,39.55141386
16321,RU,27,321,66.40527579,49.65448437
17321,YE,28,321,39.21622871,13.12284902
18321,MU,29,321,53.70197858,21.52325377
19321,PK,30,321,68.09040376,29.4193494
322,UK,11,322,-11.25087345,51.96933244
1322,NO,12,322,5.78194531,58.73578384
2322,FI,13,322,19.89937138,59.04497002
3322,ES,14,322,-8.71961318,38.65333921
4322,FR,15,322,-2.65815278,47.31908223
5322,DE,16,322,8.36625709,51.12624339
6322,BY,17,322,22.58338356,52.5277579
7322,IT,18,322,7.49215935,40.18400173
8322,MD,19,322,23.84950216,45.29738929
9322,LY,20,322,8.03299149,30.84808059
10322,GR,21,322,18.71669492,36.20544311
11322,EG,22,322,26.2881712,28.119121
12322,GE,23,322,39.77525878,40.01131317
13322,KW,24,322,42.87112071,27.31728306
14322,TM,25,322,53.40891345,36.14110907
15322,UZ,26,322,64.29349566,39.57561643
16322,RU,27,322,66.39084881,49.67480474
17322,YE,28,322,39.20180172,13.15342171
18322,MU,29,322,53.6875516,21.5524561
19322,PK,30,322,68.07597678,29.44669178
323,UK,11,323,-11.26510309,51.98872524
1323,NO,12,323,5.76771567,58.75211993
2323,FI,13,323,19.88514174,59.06116067
3323,ES,14,323,-8.73384282,38.67792238
4323,FR,15,323,-2.67238242,47.34042165
5323,DE,16,323,8.35202745,51.14599896
6323,BY,17,323,22.56915392,52.54690809
7323,IT,18,323,7.47792971,40.20805078
8323,MD,19,323,23.83527252,45.31953193
9323,LY,20,323,8.01876185,30.87510706
10323,GR,21,323,18.70246528,36.23084386
11323,EG,22,323,26.27394156,28.14688567
12323,GE,23,323,39.76102914,40.03542335
13323,KW,24,323,42.85689107,27.34525274
14323,TM,25,323,53.39468381,36.16653069
15323,UZ,26,323,64.27926602,39.59987984
16323,RU,27,323,66.37661917,49.6951748
17323,YE,28,323,39.18757208,13.18407815
18323,MU,29,323,53.67332195,21.58173618
19323,PK,30,323,68.06174714,29.47410509
324,UK,11,324,-11.27913483,52.00816424
1324,NO,12,324,5.75368393,58.76849434
2324,FI,13,324,19.87111,59.07738927
3324,ES,14,324,-8.74787456,38.70256633
4324,FR,15,324,-2.68641416,47.36181252
5324,DE,16,324,8.33799571,51.16580171
6324,BY,17,324,22.55512218,52.56610385
7324,IT,18,324,7.46389797,40.23215901
8324,MD,19,324,23.82124078,45.34172826
9324,LY,20,324,8.00473011,30.90220202
10324,GR,21,324,18.68843354,36.25630789
11324,EG,22,324,26.25990982,28.17472132
12324,GE,23,324,39.7469974,40.05959289
13324,KW,24,324,42.84285933,27.37329412
14324,TM,25,324,53.38065207,36.19201565
15324,UZ,26,324,64.26523428,39.62420308
16324,RU,27,324,66.36258743,49.71559368
17324,YE,28,324,39.17354034,13.21481709
18324,MU,29,324,53.65929022,21.61109281
19324,PK,30,324,68.0477154,29.50158819
325,UK,11,325,-11.29296811,52.02764861
1325,NO,12,325,5.73985065,58.78490636
2325,FI,13,325,19.85727672,59.09365512
3325,ES,14,325,-8.76170784,38.72727001
4325,FR,15,325,-2.70024744,47.38325394
5325,DE,16,325,8.32416243,51.18565076
6325,BY,17,325,22.5412889,52.58534434
7325,IT,18,325,7.45006469,40.25632541
8325,MD,19,325,23.8074075,45.36397734
9325,LY,20,325,7.99089683,30.92936432
10325,GR,21,325,18.67460026,36.28183411
11325,EG,22,325,26.24607654,28.20262681
12325,GE,23,325,39.73316412,40.08382077
13325,KW,24,325,42.82902605,27.40140603
14325,TM,25,325,53.36681879,36.21756287
15325,UZ,26,325,64.251401,39.64858511
16325,RU,27,325,66.34875415,49.7360605
17325,YE,28,325,39.15970706,13.24563729
18325,MU,29,325,53.64545693,21.64052477
19325,PK,30,325,68.03388212,29.52913993
326,UK,11,326,-11.30660239,52.04717751
1326,NO,12,326,5.72621637,58.80135528
2326,FI,13,326,19.84364244,59.10995752
3326,ES,14,326,-8.77534212,38.75203238
4326,FR,15,326,-2.71388172,47.40474499
5326,DE,16,326,8.31052815,51.20554529
6326,BY,17,326,22.52765462,52.60462874
7326,IT,18,326,7.43643041,40.28054894
8326,MD,19,326,23.79377322,45.38627821
9326,LY,20,326,7.97726255,30.95659284
10326,GR,21,326,18.66096598,36.30742147
11326,EG,22,326,26.23244226,28.23060096
12326,GE,23,326,39.71952984,40.10810596
13326,KW,24,326,42.81539177,27.42958732
14326,TM,25,326,53.35318451,36.24317128
15326,UZ,26,326,64.23776672,39.6730249
16326,RU,27,326,66.33511987,49.75657438
17326,YE,28,326,39.14607278,13.2765375
18326,MU,29,326,53.63182265,21.67003084
19326,PK,30,326,68.02024784,29.55675915
327,UK,11,327,-11.32003713,52.0667501
1327,NO,12,327,5.71278162,58.81784039
2327,FI,13,327,19.8302077,59.12629576
3327,ES,14,327,-8.78877686,38.77685239
4327,FR,15,327,-2.72731646,47.42628475
5327,DE,16,327,8.2970934,51.22548442
